Production_ID,Partner_ID,Production_Month,Energy_Generated_kWh,Energy_Utilization_Percentage,Energy_Used_kWh,Energy_Supplied_kWh,Performance_Status,Month_Name,Month_Number,Year,Season_factor,Expected_Seasonal_Output
1043,87,01-11-2025,136,68,92,69,Normal,Nov,11,2025,0.7,140
1044,87,01-12-2025,123,70,86,56,Normal,Dec,12,2025,0.6,120
1045,88,01-01-2025,521,72,375,257,Low,Jan,1,2025,0.6,540
1046,88,01-02-2025,610,67,409,321,Low,Feb,2,2025,0.7,630
1047,88,01-03-2025,693,64,444,337,Low,Mar,3,2025,0.8,720
1048,88,01-04-2025,771,83,640,145,Low,Apr,4,2025,0.9,810
1049,88,01-05-2025,907,75,680,224,Normal,May,5,2025,1,900
1050,88,01-06-2025,1039,88,914,99,High,Jun,6,2025,1.1,990
1051,88,01-07-2025,1096,61,669,344,Normal,Jul,7,2025,1.2,1080
1052,88,01-08-2025,958,85,814,139,Low,Aug,8,2025,1.1,990
1053,88,01-09-2025,890,62,552,339,Normal,Sep,9,2025,1,900
1054,88,01-10-2025,815,60,489,330,Normal,Oct,10,2025,0.9,810
1055,88,01-11-2025,655,60,393,334,High,Nov,11,2025,0.7,630
1056,88,01-12-2025,537,71,381,274,Normal,Dec,12,2025,0.6,540
1057,89,01-01-2025,563,68,383,283,High,Jan,1,2025,0.6,540
1058,89,01-02-2025,640,89,570,104,Normal,Feb,2,2025,0.7,630
1059,89,01-03-2025,727,85,618,137,Normal,Mar,3,2025,0.8,720
1060,89,01-04-2025,786,88,692,110,Normal,Apr,4,2025,0.9,810
1061,89,01-05-2025,910,83,755,151,Normal,May,5,2025,1,900
1062,89,01-06-2025,941,68,640,301,Low,Jun,6,2025,1.1,990
1063,89,01-07-2025,1092,65,710,337,Normal,Jul,7,2025,1.2,1080
1064,89,01-08-2025,969,77,746,224,Normal,Aug,8,2025,1.1,990
1065,89,01-09-2025,938,66,619,305,High,Sep,9,2025,1,900
1066,89,01-10-2025,812,79,641,184,Normal,Oct,10,2025,0.9,810
1067,89,01-11-2025,614,64,393,334,Normal,Nov,11,2025,0.7,630
1068,89,01-12-2025,556,84,467,156,Normal,Dec,12,2025,0.6,540
1069,90,01-01-2025,563,79,445,176,High,Jan,1,2025,0.6,540
1070,90,01-02-2025,622,75,467,221,Normal,Feb,2,2025,0.7,630
1071,90,01-03-2025,687,62,426,337,Low,Mar,3,2025,0.8,720
1072,90,01-04-2025,836,60,502,378,High,Apr,4,2025,0.9,810
1073,90,01-05-2025,863,71,613,287,Low,May,5,2025,1,900
1074,90,01-06-2025,957,64,612,298,Low,Jun,6,2025,1.1,990
1075,90,01-07-2025,1100,90,990,83,Normal,Jul,7,2025,1.2,1080
1076,90,01-08-2025,1001,69,691,290,Normal,Aug,8,2025,1.1,990
1077,90,01-09-2025,913,68,621,290,Normal,Sep,9,2025,1,900
1078,90,01-10-2025,816,84,685,141,Normal,Oct,10,2025,0.9,810
1079,90,01-11-2025,635,79,502,200,Normal,Nov,11,2025,0.7,630
1080,90,01-12-2025,565,89,503,93,High,Dec,12,2025,0.6,540
1081,91,01-01-2025,654,68,445,360,Normal,Jan,1,2025,0.6,660
1082,91,01-02-2025,776,68,528,322,Normal,Feb,2,2025,0.7,770
1083,91,01-03-2025,888,66,586,356,Normal,Mar,3,2025,0.8,880
1084,91,01-04-2025,969,89,862,111,Normal,Apr,4,2025,0.9,990
1085,91,01-05-2025,1137,78,887,222,High,May,5,2025,1,1100
1086,91,01-06-2025,1240,85,1054,167,Normal,Jun,6,2025,1.1,1210
1087,91,01-07-2025,1383,68,940,331,High,Jul,7,2025,1.2,1320
1088,91,01-08-2025,1269,71,901,349,High,Aug,8,2025,1.1,1210
1089,91,01-09-2025,1123,80,898,215,Normal,Sep,9,2025,1,1100
1090,91,01-10-2025,982,74,727,301,Normal,Oct,10,2025,0.9,990
1091,91,01-11-2025,806,79,637,234,High,Nov,11,2025,0.7,770
1092,91,01-12-2025,670,63,422,378,Normal,Dec,12,2025,0.6,660
1093,92,01-01-2025,295,77,227,122,Normal,Jan,1,2025,0.6,300
1094,92,01-02-2025,363,67,243,170,High,Feb,2,2025,0.7,350
1095,92,01-03-2025,381,86,328,76,Low,Mar,3,2025,0.8,400
1096,92,01-04-2025,453,74,335,118,Normal,Apr,4,2025,0.9,450
1097,92,01-05-2025,501,87,436,70,Normal,May,5,2025,1,500
1098,92,01-06-2025,547,84,459,84,Normal,Jun,6,2025,1.1,550
1099,92,01-07-2025,610,66,403,181,Normal,Jul,7,2025,1.2,600
1100,92,01-08-2025,559,90,503,52,Normal,Aug,8,2025,1.1,550
1101,92,01-09-2025,482,75,362,116,Low,Sep,9,2025,1,500
1102,92,01-10-2025,436,73,318,147,Low,Oct,10,2025,0.9,450
1103,92,01-11-2025,334,81,271,93,Low,Nov,11,2025,0.7,350
1104,92,01-12-2025,288,61,176,211,Low,Dec,12,2025,0.6,300
1105,93,01-01-2025,305,76,232,127,Normal,Jan,1,2025,0.6,300
1106,93,01-02-2025,339,64,217,193,Low,Feb,2,2025,0.7,350
1107,93,01-03-2025,398,80,318,98,Normal,Mar,3,2025,0.8,400
1108,93,01-04-2025,451,75,338,137,Normal,Apr,4,2025,0.9,450
1109,93,01-05-2025,487,76,370,115,Normal,May,5,2025,1,500
1110,93,01-06-2025,570,78,445,120,High,Jun,6,2025,1.1,550
1111,93,01-07-2025,602,73,439,124,Normal,Jul,7,2025,1.2,600
1112,93,01-08-2025,567,67,380,164,High,Aug,8,2025,1.1,550
1113,93,01-09-2025,491,83,408,91,Normal,Sep,9,2025,1,500
1114,93,01-10-2025,471,67,316,179,High,Oct,10,2025,0.9,450
1115,93,01-11-2025,365,87,318,68,High,Nov,11,2025,0.7,350
1116,93,01-12-2025,286,88,252,57,Low,Dec,12,2025,0.6,300
1117,94,01-01-2025,243,82,199,75,Normal,Jan,1,2025,0.6,240
1118,94,01-02-2025,273,76,207,99,Normal,Feb,2,2025,0.7,280
1119,94,01-03-2025,318,86,273,51,Normal,Mar,3,2025,0.8,320
1120,94,01-04-2025,343,65,223,142,Low,Apr,4,2025,0.9,360
1121,94,01-05-2025,412,90,371,37,Normal,May,5,2025,1,400
1122,94,01-06-2025,452,60,271,159,Normal,Jun,6,2025,1.1,440
1123,94,01-07-2025,474,64,303,144,Normal,Jul,7,2025,1.2,480
1124,94,01-08-2025,442,84,371,67,Normal,Aug,8,2025,1.1,440
1125,94,01-09-2025,393,76,299,103,Normal,Sep,9,2025,1,400
1126,94,01-10-2025,364,73,266,115,Normal,Oct,10,2025,0.9,360
1127,94,01-11-2025,280,67,188,128,Normal,Nov,11,2025,0.7,280
1128,94,01-12-2025,243,64,156,137,Normal,Dec,12,2025,0.6,240
1129,95,01-01-2025,875,89,779,156,High,Jan,1,2025,0.6,840
1130,95,01-02-2025,999,78,779,309,Normal,Feb,2,2025,0.7,980
1131,95,01-03-2025,1112,85,945,195,Normal,Mar,3,2025,0.8,1120
1132,95,01-04-2025,1269,74,939,361,Normal,Apr,4,2025,0.9,1260
1133,95,01-05-2025,1466,73,1070,357,High,May,5,2025,1,1400
1134,95,01-06-2025,1469,82,1205,234,Low,Jun,6,2025,1.1,1540
1135,95,01-07-2025,1640,90,1476,128,Normal,Jul,7,2025,1.2,1680
1136,95,01-08-2025,1575,60,945,570,Normal,Aug,8,2025,1.1,1540
1137,95,01-09-2025,1368,65,889,462,Normal,Sep,9,2025,1,1400
1138,95,01-10-2025,1314,72,946,375,High,Oct,10,2025,0.9,1260
1139,95,01-11-2025,1024,82,840,262,High,Nov,11,2025,0.7,980
1140,95,01-12-2025,836,76,635,362,Normal,Dec,12,2025,0.6,840
1141,96,01-01-2025,1008,83,837,312,Normal,Jan,1,2025,0.6,1020
1142,96,01-02-2025,1244,70,871,539,High,Feb,2,2025,0.7,1190
1143,96,01-03-2025,1355,62,840,657,Normal,Mar,3,2025,0.8,1360
1144,96,01-04-2025,1512,87,1315,200,Normal,Apr,4,2025,0.9,1530
1145,96,01-05-2025,1617,82,1326,292,Low,May,5,2025,1,1700
1146,96,01-06-2025,1929,69,1331,505,High,Jun,6,2025,1.1,1870
1147,96,01-07-2025,2074,75,1556,461,Normal,Jul,7,2025,1.2,2040
1148,96,01-08-2025,1883,65,1224,614,Normal,Aug,8,2025,1.1,1870
1149,96,01-09-2025,1748,64,1119,657,Normal,Sep,9,2025,1,1700
1150,96,01-10-2025,1583,85,1346,250,High,Oct,10,2025,0.9,1530
1151,96,01-11-2025,1192,84,1001,291,Normal,Nov,11,2025,0.7,1190
1152,96,01-12-2025,1003,70,702,528,Normal,Dec,12,2025,0.6,1020
1153,97,01-01-2025,230,75,173,98,Low,Jan,1,2025,0.6,240
1154,97,01-02-2025,290,60,174,164,High,Feb,2,2025,0.7,280
1155,97,01-03-2025,322,75,242,102,Normal,Mar,3,2025,0.8,320
1156,97,01-04-2025,346,76,263,93,Low,Apr,4,2025,0.9,360
1157,97,01-05-2025,418,70,293,128,High,May,5,2025,1,400
1158,97,01-06-2025,451,81,365,74,Normal,Jun,6,2025,1.1,440
1159,97,01-07-2025,493,82,404,75,Normal,Jul,7,2025,1.2,480
1160,97,01-08-2025,461,74,341,105,High,Aug,8,2025,1.1,440
1161,97,01-09-2025,398,90,358,42,Normal,Sep,9,2025,1,400
1162,97,01-10-2025,358,80,286,77,Normal,Oct,10,2025,0.9,360
1163,97,01-11-2025,279,78,218,95,Normal,Nov,11,2025,0.7,280
1164,97,01-12-2025,228,69,157,124,Low,Dec,12,2025,0.6,240
1165,98,01-01-2025,481,83,399,131,Normal,Jan,1,2025,0.6,480
1166,98,01-02-2025,574,61,350,322,Normal,Feb,2,2025,0.7,560
1167,98,01-03-2025,613,63,386,299,Low,Mar,3,2025,0.8,640
1168,98,01-04-2025,695,79,549,167,Low,Apr,4,2025,0.9,720
1169,98,01-05-2025,830,71,589,232,High,May,5,2025,1,800
1170,98,01-06-2025,885,66,584,260,Normal,Jun,6,2025,1.1,880
1171,98,01-07-2025,999,61,609,334,High,Jul,7,2025,1.2,960
1172,98,01-08-2025,862,87,750,111,Normal,Aug,8,2025,1.1,880
1173,98,01-09-2025,774,69,534,255,Low,Sep,9,2025,1,800
1174,98,01-10-2025,735,64,470,289,Normal,Oct,10,2025,0.9,720
1175,98,01-11-2025,583,72,420,210,High,Nov,11,2025,0.7,560
1176,98,01-12-2025,483,73,353,196,Normal,Dec,12,2025,0.6,480
1177,99,01-01-2025,171,60,103,126,Low,Jan,1,2025,0.6,180
1178,99,01-02-2025,216,84,181,47,Normal,Feb,2,2025,0.7,210
1179,99,01-03-2025,252,76,192,78,High,Mar,3,2025,0.8,240
1180,99,01-04-2025,268,72,193,78,Normal,Apr,4,2025,0.9,270
1181,99,01-05-2025,315,75,236,68,High,May,5,2025,1,300
1182,99,01-06-2025,317,88,279,35,Low,Jun,6,2025,1.1,330
1183,99,01-07-2025,364,84,306,52,Normal,Jul,7,2025,1.2,360
1184,99,01-08-2025,329,80,263,65,Normal,Aug,8,2025,1.1,330
1185,99,01-09-2025,315,90,284,31,High,Sep,9,2025,1,300
1186,99,01-10-2025,283,67,190,94,High,Oct,10,2025,0.9,270
1187,99,01-11-2025,213,60,128,126,Normal,Nov,11,2025,0.7,210
1188,99,01-12-2025,175,73,128,82,Normal,Dec,12,2025,0.6,180
1189,100,01-01-2025,363,85,309,93,Normal,Jan,1,2025,0.6,360
1190,100,01-02-2025,428,70,300,184,Normal,Feb,2,2025,0.7,420
1191,100,01-03-2025,501,65,326,223,High,Mar,3,2025,0.8,480
1192,100,01-04-2025,547,83,454,98,Normal,Apr,4,2025,0.9,540
1193,100,01-05-2025,620,71,440,189,High,May,5,2025,1,600
1194,100,01-06-2025,654,69,451,201,Normal,Jun,6,2025,1.1,660
1195,100,01-07-2025,713,63,449,233,Normal,Jul,7,2025,1.2,720
1196,100,01-08-2025,691,61,422,251,High,Aug,8,2025,1.1,660
1197,100,01-09-2025,621,75,466,161,High,Sep,9,2025,1,600
1198,100,01-10-2025,530,75,398,154,Normal,Oct,10,2025,0.9,540
1199,100,01-11-2025,419,87,365,70,Normal,Nov,11,2025,0.7,420
1200,100,01-12-2025,350,76,266,150,Normal,Dec,12,2025,0.6,360
1201,101,01-01-2025,1223,78,954,429,Normal,Jan,1,2025,0.6,1200
1202,101,01-02-2025,1347,68,916,640,Low,Feb,2,2025,0.7,1400
1203,101,01-03-2025,1531,80,1225,366,Low,Mar,3,2025,0.8,1600
1204,101,01-04-2025,1853,71,1316,524,Normal,Apr,4,2025,0.9,1800
1205,101,01-05-2025,1925,61,1174,704,Low,May,5,2025,1,2000
1206,101,01-06-2025,2234,80,1787,372,Normal,Jun,6,2025,1.1,2200
1207,101,01-07-2025,2285,70,1600,590,Low,Jul,7,2025,1.2,2400
1208,101,01-08-2025,2178,63,1372,774,Normal,Aug,8,2025,1.1,2200
1209,101,01-09-2025,1948,78,1519,398,Normal,Sep,9,2025,1,2000
1210,101,01-10-2025,1711,71,1215,601,Low,Oct,10,2025,0.9,1800
1211,101,01-11-2025,1448,74,1072,559,High,Nov,11,2025,0.7,1400
1212,101,01-12-2025,1200,80,960,382,Normal,Dec,12,2025,0.6,1200
1213,102,01-01-2025,689,70,482,361,Low,Jan,1,2025,0.6,720
1214,102,01-02-2025,811,73,592,319,Low,Feb,2,2025,0.7,840
1215,102,01-03-2025,980,80,784,241,Normal,Mar,3,2025,0.8,960
1216,102,01-04-2025,1063,69,733,371,Normal,Apr,4,2025,0.9,1080
1217,102,01-05-2025,1190,73,869,307,Normal,May,5,2025,1,1200
1218,102,01-06-2025,1258,81,1019,212,Low,Jun,6,2025,1.1,1320
1219,102,01-07-2025,1372,82,1125,223,Low,Jul,7,2025,1.2,1440
1220,102,01-08-2025,1297,60,778,433,Normal,Aug,8,2025,1.1,1320
1221,102,01-09-2025,1179,78,920,278,Normal,Sep,9,2025,1,1200
1222,102,01-10-2025,1058,69,730,399,Normal,Oct,10,2025,0.9,1080
1223,102,01-11-2025,849,71,603,333,Normal,Nov,11,2025,0.7,840
1224,102,01-12-2025,741,66,489,386,Normal,Dec,12,2025,0.6,720
1225,103,01-01-2025,1094,82,897,311,Normal,Jan,1,2025,0.6,1080
1226,103,01-02-2025,1268,62,786,704,Normal,Feb,2,2025,0.7,1260
1227,103,01-03-2025,1373,72,989,498,Low,Mar,3,2025,0.8,1440
1228,103,01-04-2025,1551,82,1272,346,Low,Apr,4,2025,0.9,1620
1229,103,01-05-2025,1835,61,1119,640,Normal,May,5,2025,1,1800
1230,103,01-06-2025,1938,62,1202,702,Normal,Jun,6,2025,1.1,1980
1231,103,01-07-2025,2105,86,1810,269,Normal,Jul,7,2025,1.2,2160
1232,103,01-08-2025,1897,75,1423,417,Low,Aug,8,2025,1.1,1980
1233,103,01-09-2025,1720,64,1101,621,Low,Sep,9,2025,1,1800
1234,103,01-10-2025,1618,69,1116,562,Normal,Oct,10,2025,0.9,1620
1235,103,01-11-2025,1304,71,926,504,High,Nov,11,2025,0.7,1260
1236,103,01-12-2025,1076,70,753,541,Normal,Dec,12,2025,0.6,1080
1237,104,01-01-2025,241,78,188,87,Normal,Jan,1,2025,0.6,240
1238,104,01-02-2025,282,86,243,53,Normal,Feb,2,2025,0.7,280
1239,104,01-03-2025,321,74,238,102,Normal,Mar,3,2025,0.8,320
1240,104,01-04-2025,356,75,267,106,Normal,Apr,4,2025,0.9,360
1241,104,01-05-2025,414,86,356,61,High,May,5,2025,1,400
1242,104,01-06-2025,448,73,327,103,Normal,Jun,6,2025,1.1,440
1243,104,01-07-2025,478,87,416,51,Normal,Jul,7,2025,1.2,480
1244,104,01-08-2025,437,72,315,105,Normal,Aug,8,2025,1.1,440
1245,104,01-09-2025,395,83,328,71,Normal,Sep,9,2025,1,400
1246,104,01-10-2025,359,78,280,90,Normal,Oct,10,2025,0.9,360
1247,104,01-11-2025,287,84,241,60,Normal,Nov,11,2025,0.7,280
1248,104,01-12-2025,230,77,177,99,Low,Dec,12,2025,0.6,240
1249,105,01-01-2025,524,75,393,216,Normal,Jan,1,2025,0.6,540
1250,105,01-02-2025,652,77,502,198,High,Feb,2,2025,0.7,630
1251,105,01-03-2025,742,66,490,316,High,Mar,3,2025,0.8,720
1252,105,01-04-2025,790,73,577,233,Normal,Apr,4,2025,0.9,810
1253,105,01-05-2025,933,88,821,105,High,May,5,2025,1,900
1254,105,01-06-2025,1002,90,902,97,Normal,Jun,6,2025,1.1,990
1255,105,01-07-2025,1131,69,780,300,High,Jul,7,2025,1.2,1080
1256,105,01-08-2025,994,87,865,126,Normal,Aug,8,2025,1.1,990
1257,105,01-09-2025,881,75,661,211,Normal,Sep,9,2025,1,900
1258,105,01-10-2025,801,88,705,116,Normal,Oct,10,2025,0.9,810
1259,105,01-11-2025,635,61,387,380,Normal,Nov,11,2025,0.7,630
1260,105,01-12-2025,535,62,332,308,Normal,Dec,12,2025,0.6,540
1261,106,01-01-2025,559,86,481,130,High,Jan,1,2025,0.6,540
1262,106,01-02-2025,626,90,563,89,Normal,Feb,2,2025,0.7,630
1263,106,01-03-2025,714,90,643,93,Normal,Mar,3,2025,0.8,720
1264,106,01-04-2025,830,84,697,130,Normal,Apr,4,2025,0.9,810
1265,106,01-05-2025,865,60,519,364,Low,May,5,2025,1,900
1266,106,01-06-2025,951,85,808,133,Low,Jun,6,2025,1.1,990
1267,106,01-07-2025,1089,64,697,310,Normal,Jul,7,2025,1.2,1080
1268,106,01-08-2025,960,81,778,174,Low,Aug,8,2025,1.1,990
1269,106,01-09-2025,867,62,538,330,Low,Sep,9,2025,1,900
1270,106,01-10-2025,779,62,483,369,Low,Oct,10,2025,0.9,810
1271,106,01-11-2025,649,74,480,230,High,Nov,11,2025,0.7,630
1272,106,01-12-2025,531,84,446,151,Normal,Dec,12,2025,0.6,540
1273,107,01-01-2025,620,77,477,233,High,Jan,1,2025,0.6,600
1274,107,01-02-2025,709,79,560,205,Normal,Feb,2,2025,0.7,700
1275,107,01-03-2025,835,81,676,177,High,Mar,3,2025,0.8,800
1276,107,01-04-2025,894,63,563,376,Normal,Apr,4,2025,0.9,900
1277,107,01-05-2025,973,72,701,307,Normal,May,5,2025,1,1000
1278,107,01-06-2025,1120,83,930,186,Normal,Jun,6,2025,1.1,1100
1279,107,01-07-2025,1257,70,880,323,High,Jul,7,2025,1.2,1200
1280,107,01-08-2025,1121,65,729,346,Normal,Aug,8,2025,1.1,1100
1281,107,01-09-2025,1040,72,749,294,High,Sep,9,2025,1,1000
1282,107,01-10-2025,902,74,667,255,Normal,Oct,10,2025,0.9,900
1283,107,01-11-2025,734,90,661,106,High,Nov,11,2025,0.7,700
1284,107,01-12-2025,573,70,401,299,Low,Dec,12,2025,0.6,600
1285,108,01-01-2025,852,78,665,305,Normal,Jan,1,2025,0.6,840
1286,108,01-02-2025,981,81,795,257,Normal,Feb,2,2025,0.7,980
1287,108,01-03-2025,1087,71,772,383,Normal,Mar,3,2025,0.8,1120
1288,108,01-04-2025,1263,73,922,352,Normal,Apr,4,2025,0.9,1260
1289,108,01-05-2025,1462,84,1228,202,High,May,5,2025,1,1400
1290,108,01-06-2025,1514,79,1196,266,Normal,Jun,6,2025,1.1,1540
1291,108,01-07-2025,1608,75,1206,380,Low,Jul,7,2025,1.2,1680
1292,108,01-08-2025,1479,63,932,537,Low,Aug,8,2025,1.1,1540
1293,108,01-09-2025,1343,61,819,517,Low,Sep,9,2025,1,1400
1294,108,01-10-2025,1203,64,770,481,Low,Oct,10,2025,0.9,1260
1295,108,01-11-2025,941,68,640,431,Low,Nov,11,2025,0.7,980
1296,108,01-12-2025,870,81,705,285,High,Dec,12,2025,0.6,840
1297,109,01-01-2025,125,80,100,42,High,Jan,1,2025,0.6,120
1298,109,01-02-2025,137,85,116,33,Normal,Feb,2,2025,0.7,140
1299,109,01-03-2025,154,72,111,54,Low,Mar,3,2025,0.8,160
1300,109,01-04-2025,182,75,137,54,Normal,Apr,4,2025,0.9,180
1301,109,01-05-2025,202,87,176,25,Normal,May,5,2025,1,200
1302,109,01-06-2025,226,71,160,59,Normal,Jun,6,2025,1.1,220
1303,109,01-07-2025,228,73,166,58,Low,Jul,7,2025,1.2,240
1304,109,01-08-2025,218,90,196,22,Normal,Aug,8,2025,1.1,220
1305,109,01-09-2025,207,84,174,34,High,Sep,9,2025,1,200
1306,109,01-10-2025,175,80,140,39,Normal,Oct,10,2025,0.9,180
1307,109,01-11-2025,134,90,121,21,Low,Nov,11,2025,0.7,140
1308,109,01-12-2025,119,67,80,73,Normal,Dec,12,2025,0.6,120
1309,110,01-01-2025,851,86,732,179,Normal,Jan,1,2025,0.6,840
1310,110,01-02-2025,949,78,740,315,Low,Feb,2,2025,0.7,980
1311,110,01-03-2025,1114,89,991,164,Normal,Mar,3,2025,0.8,1120
1312,110,01-04-2025,1314,87,1143,167,High,Apr,4,2025,0.9,1260
1313,110,01-05-2025,1348,82,1105,253,Low,May,5,2025,1,1400
1314,110,01-06-2025,1487,78,1160,281,Low,Jun,6,2025,1.1,1540
1315,110,01-07-2025,1680,90,1512,150,Normal,Jul,7,2025,1.2,1680
1316,110,01-08-2025,1504,71,1068,396,Normal,Aug,8,2025,1.1,1540
1317,110,01-09-2025,1408,63,887,527,Normal,Sep,9,2025,1,1400
1318,110,01-10-2025,1311,90,1180,129,High,Oct,10,2025,0.9,1260
1319,110,01-11-2025,1001,70,701,443,Normal,Nov,11,2025,0.7,980
1320,110,01-12-2025,859,83,713,232,Normal,Dec,12,2025,0.6,840
1321,111,01-01-2025,403,71,286,186,Low,Jan,1,2025,0.6,420
1322,111,01-02-2025,500,71,355,204,Normal,Feb,2,2025,0.7,490
1323,111,01-03-2025,573,66,378,236,Normal,Mar,3,2025,0.8,560
1324,111,01-04-2025,621,69,428,236,Normal,Apr,4,2025,0.9,630
1325,111,01-05-2025,730,73,533,197,High,May,5,2025,1,700
1326,111,01-06-2025,753,74,557,165,Normal,Jun,6,2025,1.1,770
1327,111,01-07-2025,840,61,512,300,Normal,Jul,7,2025,1.2,840
1328,111,01-08-2025,757,85,643,111,Normal,Aug,8,2025,1.1,770
1329,111,01-09-2025,678,60,407,296,Low,Sep,9,2025,1,700
1330,111,01-10-2025,637,89,567,75,Normal,Oct,10,2025,0.9,630
1331,111,01-11-2025,480,65,312,226,Normal,Nov,11,2025,0.7,490
1332,111,01-12-2025,430,75,323,186,Normal,Dec,12,2025,0.6,420
1333,112,01-01-2025,423,73,309,175,Normal,Jan,1,2025,0.6,420
1334,112,01-02-2025,488,90,439,76,Normal,Feb,2,2025,0.7,490
1335,112,01-03-2025,574,67,385,230,Normal,Mar,3,2025,0.8,560
1336,112,01-04-2025,611,86,525,93,Low,Apr,4,2025,0.9,630
1337,112,01-05-2025,709,80,567,154,Normal,May,5,2025,1,700
1338,112,01-06-2025,774,85,658,111,Normal,Jun,6,2025,1.1,770
1339,112,01-07-2025,880,66,581,245,High,Jul,7,2025,1.2,840
1340,112,01-08-2025,739,64,473,260,Low,Aug,8,2025,1.1,770
1341,112,01-09-2025,709,86,610,91,Normal,Sep,9,2025,1,700
1342,112,01-10-2025,614,90,553,75,Normal,Oct,10,2025,0.9,630
1343,112,01-11-2025,470,72,338,199,Low,Nov,11,2025,0.7,490
1344,112,01-12-2025,408,73,298,188,Normal,Dec,12,2025,0.6,420
1345,113,01-01-2025,465,60,279,290,Low,Jan,1,2025,0.6,480
1346,113,01-02-2025,577,60,346,290,High,Feb,2,2025,0.7,560
1347,113,01-03-2025,650,64,416,305,Normal,Mar,3,2025,0.8,640
1348,113,01-04-2025,691,89,615,80,Low,Apr,4,2025,0.9,720
1349,113,01-05-2025,809,74,599,222,Normal,May,5,2025,1,800
1350,113,01-06-2025,887,85,754,128,Normal,Jun,6,2025,1.1,880
1351,113,01-07-2025,949,62,588,312,Normal,Jul,7,2025,1.2,960
1352,113,01-08-2025,876,81,710,162,Normal,Aug,8,2025,1.1,880
1353,113,01-09-2025,798,80,638,170,Normal,Sep,9,2025,1,800
1354,113,01-10-2025,696,79,550,182,Low,Oct,10,2025,0.9,720
1355,113,01-11-2025,568,81,460,137,Normal,Nov,11,2025,0.7,560
1356,113,01-12-2025,487,89,433,87,Normal,Dec,12,2025,0.6,480
1357,114,01-01-2025,248,88,218,46,High,Jan,1,2025,0.6,240
1358,114,01-02-2025,284,74,210,108,Normal,Feb,2,2025,0.7,280
1359,114,01-03-2025,310,65,202,138,Low,Mar,3,2025,0.8,320
1360,114,01-04-2025,366,64,234,157,Normal,Apr,4,2025,0.9,360
1361,114,01-05-2025,385,67,258,125,Low,May,5,2025,1,400
1362,114,01-06-2025,445,89,396,42,Normal,Jun,6,2025,1.1,440
1363,114,01-07-2025,468,83,388,71,Normal,Jul,7,2025,1.2,480
1364,114,01-08-2025,448,78,349,82,Normal,Aug,8,2025,1.1,440
1365,114,01-09-2025,407,69,281,123,Normal,Sep,9,2025,1,400
1366,114,01-10-2025,356,83,295,72,Normal,Oct,10,2025,0.9,360
1367,114,01-11-2025,283,74,209,109,Normal,Nov,11,2025,0.7,280
1368,114,01-12-2025,251,87,218,50,High,Dec,12,2025,0.6,240
1369,115,01-01-2025,461,71,327,225,Low,Jan,1,2025,0.6,480
1370,115,01-02-2025,565,87,492,95,Normal,Feb,2,2025,0.7,560
1371,115,01-03-2025,642,88,565,87,Normal,Mar,3,2025,0.8,640
1372,115,01-04-2025,718,66,474,292,Normal,Apr,4,2025,0.9,720
1373,115,01-05-2025,830,74,614,224,High,May,5,2025,1,800
1374,115,01-06-2025,924,66,610,295,High,Jun,6,2025,1.1,880
1375,115,01-07-2025,1003,66,662,264,High,Jul,7,2025,1.2,960
1376,115,01-08-2025,924,89,822,88,High,Aug,8,2025,1.1,880
1377,115,01-09-2025,818,60,491,305,Normal,Sep,9,2025,1,800
1378,115,01-10-2025,713,73,520,217,Normal,Oct,10,2025,0.9,720
1379,115,01-11-2025,565,61,345,289,Normal,Nov,11,2025,0.7,560
1380,115,01-12-2025,498,71,354,210,High,Dec,12,2025,0.6,480
1381,116,01-01-2025,491,82,403,141,Normal,Jan,1,2025,0.6,480
1382,116,01-02-2025,572,75,429,187,Normal,Feb,2,2025,0.7,560
1383,116,01-03-2025,671,69,463,263,High,Mar,3,2025,0.8,640
1384,116,01-04-2025,718,78,560,176,Normal,Apr,4,2025,0.9,720
1385,116,01-05-2025,788,82,646,158,Normal,May,5,2025,1,800
1386,116,01-06-2025,893,60,536,292,Normal,Jun,6,2025,1.1,880
1387,116,01-07-2025,1007,72,725,204,High,Jul,7,2025,1.2,960
1388,116,01-08-2025,868,60,521,288,Normal,Aug,8,2025,1.1,880
1389,116,01-09-2025,823,72,593,207,Normal,Sep,9,2025,1,800
1390,116,01-10-2025,715,77,551,190,Normal,Oct,10,2025,0.9,720
1391,116,01-11-2025,538,74,398,209,Low,Nov,11,2025,0.7,560
1392,116,01-12-2025,459,87,399,108,Low,Dec,12,2025,0.6,480
1393,117,01-01-2025,115,85,98,32,Low,Jan,1,2025,0.6,120
1394,117,01-02-2025,142,88,125,23,Normal,Feb,2,2025,0.7,140
1395,117,01-03-2025,167,82,137,37,High,Mar,3,2025,0.8,160
1396,117,01-04-2025,182,73,133,50,Normal,Apr,4,2025,0.9,180
1397,117,01-05-2025,200,76,152,46,Normal,May,5,2025,1,200
1398,117,01-06-2025,227,73,166,56,High,Jun,6,2025,1.1,220
1399,117,01-07-2025,230,70,161,62,Low,Jul,7,2025,1.2,240
1400,117,01-08-2025,210,80,168,38,Low,Aug,8,2025,1.1,220
1401,117,01-09-2025,203,87,177,26,Normal,Sep,9,2025,1,200
1402,117,01-10-2025,187,83,155,37,High,Oct,10,2025,0.9,180
1403,117,01-11-2025,136,90,122,20,Normal,Nov,11,2025,0.7,140
