Bill_ID,Customer_ID,Billing_Month,Consumption_kWh,Bill_Amount,Paid_Status,Dispute_Flag,High_Bill_Flag
589,543,2025-04,2525,631.25,No,Yes,Yes
590,65,2023-03,205,51.25,Yes,No,No
591,36,2025-05,420,105,Yes,No,No
592,913,2023-09,2525,631.25,No,Yes,Yes
593,829,2025-07,510,127.5,Yes,No,No
594,662,2025-10,420,105,Yes,No,No
595,103,2026-02,205,51.25,Yes,No,No
596,8,2025-12,205,51.25,Yes,No,No
597,717,2026-02,725,181.25,Yes,No,No
598,949,2023-09,725,181.25,Yes,No,No
599,842,2024-09,3525,881.25,No,Yes,Yes
600,726,2024-06,420,105,Yes,No,No
601,492,2024-04,1825,456.25,No,Yes,Yes
602,514,2025-11,420,105,Yes,No,No
603,320,2023-08,510,127.5,No,No,No
604,884,2025-03,1220,305,No,Yes,Yes
605,10,2024-08,205,51.25,Yes,No,No
606,807,2026-01,1825,456.25,No,No,Yes
607,249,2023-10,420,105,Yes,No,No
608,31,2023-04,315,78.75,Yes,No,No
609,680,2023-04,3525,881.25,No,Yes,Yes
610,373,2024-07,315,78.75,Yes,No,No
611,653,2024-12,1825,456.25,No,Yes,Yes
612,381,2024-07,1220,305,No,Yes,Yes
613,611,2024-06,1220,305,No,No,Yes
614,819,2025-10,510,127.5,Yes,No,No
615,933,2023-09,725,181.25,Yes,No,No
616,886,2023-03,5025,1256.25,No,No,Yes
617,731,2025-01,920,230,Yes,Yes,No
618,956,2023-06,315,78.75,Yes,No,No
619,93,2024-01,3525,881.25,No,No,Yes
620,293,2024-11,420,105,Yes,No,No
621,155,2023-08,2525,631.25,No,Yes,Yes
622,830,2023-09,3525,881.25,No,Yes,Yes
623,942,2025-04,3525,881.25,No,No,Yes
624,753,2023-11,920,230,No,Yes,No
625,44,2024-02,510,127.5,Yes,No,No
626,479,2024-02,3525,881.25,No,Yes,Yes
627,572,2024-12,3525,881.25,No,Yes,Yes
628,924,2023-04,920,230,Yes,No,No
629,441,2023-05,1825,456.25,No,Yes,Yes
630,378,2025-07,1220,305,No,Yes,Yes
631,255,2025-04,1825,456.25,No,Yes,Yes
632,981,2024-06,5025,1256.25,No,Yes,Yes
633,805,2024-11,510,127.5,No,No,No
634,352,2024-03,510,127.5,Yes,No,No
635,223,2025-12,725,181.25,No,No,No
636,554,2025-01,725,181.25,Yes,Yes,No
637,883,2023-09,1825,456.25,No,Yes,Yes
638,269,2024-05,1220,305,No,Yes,Yes
639,669,2023-09,920,230,Yes,No,No
640,288,2025-09,5025,1256.25,No,Yes,Yes
641,544,2025-04,920,230,No,Yes,No
642,811,2025-04,205,51.25,Yes,No,No
643,535,2025-05,420,105,Yes,No,No
644,115,2025-12,420,105,Yes,No,No
645,241,2025-10,3525,881.25,No,Yes,Yes
646,754,2023-08,315,78.75,Yes,No,No
647,951,2023-04,2525,631.25,No,Yes,Yes
648,327,2025-01,510,127.5,No,No,No
649,45,2023-05,3525,881.25,No,No,Yes
650,180,2026-04,5025,1256.25,No,No,Yes
651,919,2025-02,920,230,Yes,Yes,No
652,120,2024-03,3525,881.25,No,Yes,Yes
653,152,2025-02,2525,631.25,No,Yes,Yes
654,334,2024-02,1220,305,No,Yes,Yes
655,232,2023-07,510,127.5,Yes,No,No
656,60,2024-07,510,127.5,Yes,No,No
657,74,2024-06,315,78.75,Yes,No,No
658,923,2024-11,2525,631.25,No,No,Yes
659,189,2024-06,315,78.75,Yes,No,No
660,641,2025-06,920,230,No,Yes,No
661,857,2024-08,2525,631.25,No,Yes,Yes
662,216,2026-01,205,51.25,Yes,No,No
663,377,2025-11,1825,456.25,No,Yes,Yes
664,632,2025-09,205,51.25,Yes,No,No
665,819,2024-08,1220,305,No,No,Yes
666,683,2025-04,205,51.25,Yes,No,No
667,574,2023-10,420,105,Yes,No,No
668,591,2024-06,205,51.25,Yes,No,No
669,598,2025-03,1220,305,No,Yes,Yes
670,790,2023-08,510,127.5,Yes,Yes,No
671,984,2023-05,1220,305,No,Yes,Yes
672,658,2024-03,725,181.25,Yes,Yes,No
673,195,2023-09,3525,881.25,No,Yes,Yes
674,903,2025-09,315,78.75,Yes,No,No
675,813,2026-03,725,181.25,Yes,No,No
676,235,2023-04,1220,305,No,Yes,Yes
677,168,2024-11,5025,1256.25,No,No,Yes
678,620,2023-10,1825,456.25,No,Yes,Yes
679,277,2023-05,3525,881.25,No,No,Yes
680,441,2023-07,1220,305,No,Yes,Yes
681,694,2025-06,205,51.25,Yes,No,No
682,942,2025-12,1220,305,No,Yes,Yes
683,559,2024-02,1220,305,No,Yes,Yes
684,636,2025-12,1220,305,No,Yes,Yes
685,176,2025-01,2525,631.25,No,Yes,Yes
686,257,2024-07,920,230,Yes,Yes,No
687,395,2025-03,725,181.25,No,No,No
688,75,2025-06,510,127.5,Yes,Yes,No
689,720,2025-10,1220,305,No,Yes,Yes
690,280,2025-10,1220,305,No,No,Yes
691,629,2025-05,920,230,Yes,No,No
692,909,2024-07,205,51.25,Yes,No,No
693,823,2023-04,1220,305,No,No,Yes
694,65,2025-06,205,51.25,Yes,No,No
695,145,2024-04,2525,631.25,No,Yes,Yes
696,727,2025-12,3525,881.25,No,Yes,Yes
697,236,2023-04,725,181.25,Yes,No,No
698,215,2026-01,3525,881.25,No,Yes,Yes
699,623,2026-04,2525,631.25,No,Yes,Yes
700,28,2025-11,920,230,Yes,No,No
701,64,2026-04,420,105,Yes,No,No
702,1,2023-04,315,78.75,Yes,No,No
703,958,2024-02,420,105,Yes,No,No
704,773,2025-02,725,181.25,No,No,No
705,853,2026-01,420,105,Yes,No,No
706,409,2025-12,725,181.25,No,No,No
707,294,2024-04,2525,631.25,No,No,Yes
708,309,2025-12,725,181.25,Yes,No,No
709,817,2026-02,5025,1256.25,No,Yes,Yes
710,59,2023-09,1220,305,No,Yes,Yes
711,429,2025-03,315,78.75,Yes,No,No
712,71,2024-04,420,105,Yes,No,No
713,632,2024-01,1220,305,No,Yes,Yes
714,552,2024-02,420,105,Yes,No,No
715,689,2025-08,920,230,Yes,Yes,No
716,418,2025-03,1220,305,No,Yes,Yes
717,509,2024-05,2525,631.25,No,Yes,Yes
718,612,2024-12,510,127.5,Yes,No,No
719,378,2023-03,920,230,No,No,No
720,941,2023-04,205,51.25,Yes,No,No
721,109,2024-10,920,230,No,No,No
722,130,2024-12,315,78.75,Yes,No,No
723,323,2023-11,2525,631.25,No,No,Yes
724,379,2025-08,420,105,Yes,No,No
725,952,2023-03,3525,881.25,No,Yes,Yes
726,40,2023-05,3525,881.25,No,Yes,Yes
727,417,2023-12,3525,881.25,No,No,Yes
728,599,2024-11,510,127.5,Yes,No,No
729,743,2023-04,420,105,Yes,No,No
730,210,2025-05,3525,881.25,No,Yes,Yes
731,548,2025-12,315,78.75,Yes,No,No
732,306,2024-10,420,105,Yes,No,No
733,605,2023-12,5025,1256.25,No,Yes,Yes
734,31,2024-11,205,51.25,Yes,No,No
735,324,2024-12,1220,305,No,No,Yes
736,270,2023-12,5025,1256.25,No,Yes,Yes
737,1,2025-03,1220,305,No,No,Yes
738,334,2025-06,920,230,No,Yes,No
739,187,2023-10,510,127.5,Yes,No,No
740,59,2024-10,725,181.25,Yes,Yes,No
741,131,2025-10,725,181.25,Yes,No,No
742,114,2023-10,5025,1256.25,No,Yes,Yes
743,516,2025-02,5025,1256.25,No,Yes,Yes
744,172,2025-03,205,51.25,Yes,No,No
745,26,2023-05,1220,305,No,Yes,Yes
746,57,2026-03,5025,1256.25,No,Yes,Yes
747,982,2026-01,2525,631.25,No,Yes,Yes
748,798,2025-11,315,78.75,Yes,No,No
749,810,2025-06,205,51.25,Yes,No,No
750,926,2023-09,920,230,Yes,No,No
751,709,2024-07,725,181.25,Yes,No,No
752,511,2024-03,2525,631.25,No,Yes,Yes
753,176,2025-05,725,181.25,Yes,No,No
754,713,2024-06,1220,305,No,Yes,Yes
755,274,2025-05,1825,456.25,No,Yes,Yes
756,198,2024-08,5025,1256.25,No,Yes,Yes
757,948,2025-08,3525,881.25,No,No,Yes
758,113,2024-09,1220,305,No,Yes,Yes
759,407,2023-10,205,51.25,Yes,No,No
760,718,2023-04,2525,631.25,No,Yes,Yes
761,297,2026-01,725,181.25,Yes,No,No
762,488,2025-12,420,105,Yes,No,No
763,87,2024-10,205,51.25,Yes,No,No
764,107,2023-03,510,127.5,Yes,No,No
765,72,2024-05,5025,1256.25,No,Yes,Yes
766,439,2025-01,205,51.25,Yes,No,No
767,430,2023-05,5025,1256.25,No,Yes,Yes
768,526,2024-11,420,105,Yes,No,No
769,16,2026-02,510,127.5,Yes,No,No
770,228,2025-05,2525,631.25,No,Yes,Yes
771,336,2024-06,1825,456.25,No,No,Yes
772,937,2025-09,1220,305,No,No,Yes
773,791,2026-01,725,181.25,Yes,Yes,No
774,861,2024-11,1220,305,No,Yes,Yes
775,734,2023-10,2525,631.25,No,Yes,Yes
776,504,2024-10,725,181.25,No,No,No
777,222,2024-09,510,127.5,No,No,No
778,703,2025-03,1220,305,No,Yes,Yes
779,576,2025-07,920,230,No,No,No
780,256,2024-03,920,230,No,Yes,No
781,695,2025-05,2525,631.25,No,Yes,Yes
782,621,2023-06,5025,1256.25,No,Yes,Yes
783,570,2025-09,1825,456.25,No,Yes,Yes
784,904,2023-03,725,181.25,Yes,No,No
785,994,2024-06,920,230,No,Yes,No
786,809,2024-12,205,51.25,Yes,No,No
787,401,2023-10,3525,881.25,No,Yes,Yes
788,447,2024-03,315,78.75,Yes,No,No
789,742,2025-05,420,105,Yes,No,No
790,294,2024-03,205,51.25,Yes,No,No
791,757,2023-04,315,78.75,Yes,No,No
792,425,2024-10,1825,456.25,No,Yes,Yes
793,317,2024-03,1825,456.25,No,Yes,Yes
794,34,2023-10,315,78.75,Yes,No,No
795,103,2026-04,205,51.25,Yes,No,No
796,910,2024-04,3525,881.25,No,Yes,Yes
797,986,2023-09,920,230,Yes,Yes,No
798,252,2024-12,1825,456.25,No,No,Yes
799,68,2024-01,5025,1256.25,No,Yes,Yes
800,266,2024-07,5025,1256.25,No,No,Yes
801,984,2026-04,5025,1256.25,No,No,Yes
802,611,2024-09,510,127.5,No,No,No
803,704,2025-02,725,181.25,Yes,Yes,No
804,686,2026-03,920,230,No,Yes,No
805,852,2024-07,1825,456.25,No,Yes,Yes
806,483,2024-05,420,105,Yes,No,No
807,58,2025-10,725,181.25,Yes,No,No
808,131,2026-02,1825,456.25,No,Yes,Yes
809,871,2023-10,920,230,Yes,Yes,No
810,897,2024-09,725,181.25,Yes,No,No
811,408,2024-11,315,78.75,Yes,No,No
812,150,2024-05,510,127.5,Yes,Yes,No
813,396,2024-04,205,51.25,Yes,No,No
814,218,2024-04,205,51.25,Yes,No,No
815,680,2023-08,510,127.5,No,No,No
816,111,2025-04,5025,1256.25,No,No,Yes
817,459,2025-04,1825,456.25,No,Yes,Yes
818,13,2023-06,725,181.25,Yes,No,No
819,999,2023-03,2525,631.25,No,Yes,Yes
820,452,2023-04,420,105,Yes,No,No
821,506,2025-06,420,105,Yes,No,No
822,883,2026-02,205,51.25,Yes,No,No
823,565,2023-05,2525,631.25,No,No,Yes
824,598,2024-05,920,230,Yes,Yes,No
825,884,2024-03,1220,305,No,Yes,Yes
826,461,2024-02,2525,631.25,No,No,Yes
827,659,2025-12,725,181.25,Yes,No,No
828,957,2025-09,205,51.25,Yes,No,No
829,765,2024-05,510,127.5,No,No,No
830,795,2026-02,3525,881.25,No,Yes,Yes
831,116,2025-06,205,51.25,Yes,No,No
832,358,2024-01,3525,881.25,No,No,Yes
833,826,2025-06,1220,305,No,Yes,Yes
834,30,2025-08,3525,881.25,No,No,Yes
835,779,2024-05,5025,1256.25,No,Yes,Yes
836,943,2024-06,2525,631.25,No,Yes,Yes
837,380,2024-11,205,51.25,Yes,No,No
838,440,2025-08,1220,305,No,Yes,Yes
839,416,2023-06,205,51.25,Yes,No,No
840,783,2024-04,920,230,No,No,No
841,373,2024-09,1825,456.25,No,Yes,Yes
842,119,2023-10,920,230,Yes,No,No
843,254,2024-05,5025,1256.25,No,No,Yes
844,624,2024-02,920,230,Yes,Yes,No
845,261,2024-08,315,78.75,Yes,No,No
846,838,2023-05,205,51.25,Yes,No,No
847,117,2023-06,5025,1256.25,No,Yes,Yes
848,930,2025-02,2525,631.25,No,No,Yes
849,584,2023-12,205,51.25,Yes,No,No
850,461,2025-10,420,105,Yes,No,No
851,394,2023-07,510,127.5,Yes,No,No
852,739,2025-07,3525,881.25,No,Yes,Yes
853,626,2025-06,2525,631.25,No,Yes,Yes
854,552,2024-07,3525,881.25,No,Yes,Yes
855,465,2024-05,5025,1256.25,No,Yes,Yes
856,309,2026-02,2525,631.25,No,Yes,Yes
857,794,2025-05,5025,1256.25,No,Yes,Yes
858,821,2023-04,420,105,Yes,No,No
859,783,2023-12,3525,881.25,No,No,Yes
860,71,2025-04,1220,305,No,Yes,Yes
861,977,2025-04,420,105,Yes,No,No
862,424,2026-01,725,181.25,Yes,No,No
863,851,2025-12,1220,305,No,Yes,Yes
864,50,2025-02,1220,305,No,Yes,Yes
865,650,2023-07,2525,631.25,No,Yes,Yes
866,909,2026-02,510,127.5,Yes,No,No
867,786,2024-02,510,127.5,Yes,No,No
868,773,2024-11,1220,305,No,No,Yes
869,111,2024-09,315,78.75,Yes,No,No
870,11,2023-12,1220,305,No,Yes,Yes
871,709,2024-12,1220,305,No,Yes,Yes
872,92,2025-12,5025,1256.25,No,Yes,Yes
873,418,2023-12,3525,881.25,No,Yes,Yes
874,969,2026-01,510,127.5,Yes,No,No
875,154,2025-05,1220,305,No,No,Yes
876,251,2025-04,2525,631.25,No,Yes,Yes
877,968,2023-03,420,105,Yes,No,No
878,421,2024-07,3525,881.25,No,No,Yes
879,43,2025-01,725,181.25,No,No,No
880,534,2024-07,420,105,Yes,No,No
881,614,2023-10,315,78.75,Yes,No,No
882,191,2025-12,205,51.25,Yes,No,No
883,67,2023-08,510,127.5,Yes,No,No
884,703,2025-09,5025,1256.25,No,No,Yes
885,201,2025-02,920,230,Yes,Yes,No
886,565,2024-08,5025,1256.25,No,Yes,Yes
887,114,2024-03,420,105,Yes,No,No
888,905,2024-08,1220,305,No,Yes,Yes
889,734,2025-08,420,105,Yes,No,No
890,99,2024-07,420,105,Yes,No,No
891,635,2025-01,205,51.25,Yes,No,No
892,423,2025-05,725,181.25,Yes,No,No
893,370,2026-03,920,230,Yes,Yes,No
894,56,2025-06,725,181.25,Yes,No,No
895,417,2023-12,510,127.5,Yes,Yes,No
896,474,2024-07,420,105,Yes,No,No
897,48,2024-02,315,78.75,Yes,No,No
898,866,2023-11,2525,631.25,No,Yes,Yes
899,943,2023-10,420,105,Yes,No,No
900,14,2025-08,5025,1256.25,No,No,Yes
901,106,2024-06,510,127.5,Yes,No,No
902,904,2024-03,2525,631.25,No,Yes,Yes
903,843,2025-02,2525,631.25,No,Yes,Yes
904,423,2024-05,420,105,Yes,No,No
905,685,2026-01,1825,456.25,No,Yes,Yes
906,341,2024-01,315,78.75,Yes,No,No
907,847,2023-11,2525,631.25,No,Yes,Yes
908,797,2024-03,920,230,Yes,No,No
909,408,2026-03,315,78.75,Yes,No,No
910,192,2024-08,205,51.25,Yes,No,No
911,479,2025-07,205,51.25,Yes,No,No
912,233,2026-02,2525,631.25,No,Yes,Yes
913,970,2025-03,420,105,Yes,No,No
914,478,2025-03,420,105,Yes,No,No
915,96,2023-10,5025,1256.25,No,Yes,Yes
916,524,2026-01,510,127.5,Yes,No,No
917,436,2024-01,2525,631.25,No,Yes,Yes
918,443,2025-10,920,230,Yes,Yes,No
919,269,2023-11,510,127.5,Yes,No,No
920,920,2026-03,1825,456.25,No,Yes,Yes
921,706,2025-05,920,230,Yes,No,No
922,424,2023-04,1825,456.25,No,Yes,Yes
923,597,2024-06,920,230,No,Yes,No
924,978,2026-03,920,230,Yes,Yes,No
925,459,2023-08,1825,456.25,No,Yes,Yes
926,301,2024-12,315,78.75,Yes,No,No
927,401,2023-08,5025,1256.25,No,Yes,Yes
928,317,2024-06,420,105,Yes,No,No
929,376,2023-06,1825,456.25,No,No,Yes
930,432,2025-09,420,105,Yes,No,No
931,878,2025-05,2525,631.25,No,Yes,Yes
932,431,2025-09,5025,1256.25,No,Yes,Yes
933,440,2025-11,205,51.25,Yes,No,No
934,676,2025-08,510,127.5,Yes,No,No
935,244,2023-11,1825,456.25,No,Yes,Yes
936,800,2026-03,920,230,No,No,No
937,735,2025-02,510,127.5,Yes,No,No
938,521,2023-08,5025,1256.25,No,Yes,Yes
939,378,2024-07,920,230,Yes,Yes,No
940,235,2023-12,420,105,Yes,No,No
941,252,2024-02,1825,456.25,No,No,Yes
942,946,2025-06,510,127.5,Yes,No,No
943,111,2023-08,3525,881.25,No,Yes,Yes
944,331,2026-03,725,181.25,Yes,No,No
945,426,2023-09,2525,631.25,No,Yes,Yes
946,232,2023-10,315,78.75,Yes,No,No
947,428,2025-05,420,105,Yes,No,No
948,105,2024-10,1825,456.25,No,Yes,Yes
949,348,2026-02,725,181.25,Yes,No,No
950,945,2023-11,5025,1256.25,No,Yes,Yes
951,706,2023-12,3525,881.25,No,No,Yes
952,852,2025-05,920,230,No,Yes,No
953,875,2025-05,1220,305,No,Yes,Yes
954,947,2025-12,2525,631.25,No,Yes,Yes
955,871,2025-04,315,78.75,Yes,No,No
956,578,2024-05,1825,456.25,No,Yes,Yes
957,64,2025-03,2525,631.25,No,Yes,Yes
958,309,2024-10,315,78.75,Yes,No,No
959,46,2024-08,3525,881.25,No,Yes,Yes
960,331,2024-06,1825,456.25,No,Yes,Yes
961,469,2023-06,1825,456.25,No,Yes,Yes
962,498,2024-06,510,127.5,Yes,No,No
963,881,2025-03,315,78.75,Yes,No,No
964,914,2023-10,1220,305,No,No,Yes
965,713,2023-08,1220,305,No,Yes,Yes
966,959,2023-08,1220,305,No,Yes,Yes
967,705,2024-06,420,105,Yes,No,No
968,61,2023-07,420,105,Yes,No,No
969,115,2023-07,1220,305,No,Yes,Yes
970,292,2025-07,1220,305,No,Yes,Yes
971,572,2025-11,315,78.75,Yes,No,No
972,12,2023-06,1825,456.25,No,Yes,Yes
973,852,2024-02,920,230,Yes,Yes,No
974,933,2024-08,5025,1256.25,No,No,Yes
975,234,2025-03,315,78.75,Yes,No,No
976,187,2026-04,5025,1256.25,No,Yes,Yes
977,547,2024-05,315,78.75,Yes,No,No
978,468,2026-02,920,230,No,No,No
979,19,2025-10,5025,1256.25,No,Yes,Yes
980,414,2023-06,420,105,Yes,No,No
981,105,2023-11,2525,631.25,No,Yes,Yes
982,903,2026-02,5025,1256.25,No,Yes,Yes
983,721,2024-06,3525,881.25,No,Yes,Yes
984,961,2024-08,1220,305,No,No,Yes
985,183,2026-01,205,51.25,Yes,No,No
986,12,2025-06,510,127.5,Yes,No,No
987,880,2025-05,920,230,No,No,No
988,102,2023-10,1825,456.25,No,No,Yes
989,759,2023-10,725,181.25,Yes,No,No
990,948,2024-08,1825,456.25,No,Yes,Yes
991,665,2024-12,1220,305,No,Yes,Yes
992,117,2024-10,3525,881.25,No,Yes,Yes
993,119,2023-08,2525,631.25,No,Yes,Yes
994,466,2023-09,1220,305,No,Yes,Yes
995,751,2023-09,1220,305,No,Yes,Yes
996,827,2024-08,5025,1256.25,No,Yes,Yes
997,501,2023-05,1220,305,No,No,Yes
998,210,2024-10,1220,305,No,No,Yes
999,995,2025-08,1825,456.25,No,Yes,Yes
1000,743,2025-08,725,181.25,No,No,No
1001,681,2023-04,89,106.75,Yes,No,No
1002,772,2024-02,72,83,Yes,No,No
1003,67,2023-08,6,24.5,Yes,No,No
1004,367,2024-03,4,25,Yes,No,No
1005,386,2023-05,36,85,Yes,No,No
1006,32,2023-10,30,107.5,Yes,No,No
1007,737,2025-01,49,84.75,Yes,No,No
1008,124,2025-12,90,140.5,No,Yes,No
1009,680,2023-07,38,82.5,Yes,No,No
1010,999,2025-11,19,52.25,Yes,No,No
1011,940,2024-11,25,70.75,Yes,No,No
1012,236,2023-12,54,96.5,Yes,No,No
1013,630,2023-04,69,138.75,Yes,No,No
1014,103,2023-03,53,86.75,Yes,No,No
1015,533,2023-04,5,43.75,Yes,No,No
1016,367,2023-09,75,128.25,Yes,No,No
1017,804,2025-04,96,166,Yes,No,No
1018,120,2023-12,9,66.75,Yes,No,No
1019,682,2025-11,7,79.25,Yes,No,No
1020,364,2025-11,94,123.5,Yes,No,No
1021,18,2024-05,75,120.25,Yes,No,No
1022,133,2025-05,50,96.5,Yes,No,No
1023,84,2024-12,36,94,Yes,No,No
1024,842,2024-03,16,61,Yes,No,No
1025,665,2026-02,51,127.25,Yes,No,No
1026,162,2026-04,91,94.25,Yes,No,No
1027,874,2025-04,41,113.75,Yes,No,No
1028,870,2025-03,81,97.75,Yes,No,No
1029,882,2026-03,28,53,Yes,No,No
1030,639,2024-08,27,109.25,Yes,No,No
1031,129,2026-02,72,82,Yes,No,No
1032,633,2025-10,65,84.75,Yes,No,No
1033,180,2025-06,20,45,Yes,No,No
1034,126,2024-10,99,167.25,Yes,No,No
1035,652,2025-12,99,170.25,Yes,No,No
1036,529,2024-04,40,106,Yes,No,No
1037,718,2024-10,15,73.25,Yes,No,No
1038,181,2025-01,20,88,Yes,No,No
1039,916,2024-12,23,89.25,Yes,No,No
1040,633,2024-03,89,137.75,Yes,No,No
1041,205,2024-07,44,61,Yes,No,No
1042,160,2025-09,88,91,Yes,No,No
1043,642,2023-11,51,110.25,Yes,No,No
1044,216,2025-12,81,133.75,Yes,No,No
1045,646,2023-05,76,153,Yes,No,No
1046,805,2026-02,20,78,Yes,No,No
1047,925,2024-08,39,59.25,Yes,No,No
1048,307,2024-03,62,116.5,Yes,No,No
1049,393,2025-11,33,53.75,Yes,No,No
1050,438,2025-06,85,133.75,No,No,No
1051,904,2025-03,33,113.75,Yes,No,No
1052,490,2025-12,54,103.5,Yes,No,No
1053,521,2025-02,29,93.75,Yes,No,No
1054,443,2026-03,19,97.25,Yes,No,No
1055,348,2025-10,30,62.5,Yes,No,No
1056,710,2023-04,37,107.75,Yes,No,No
1057,932,2025-08,39,98.25,Yes,No,No
1058,88,2024-11,90,96.5,Yes,No,No
1059,132,2023-06,1,42.75,Yes,No,No
1060,679,2024-03,10,87.5,Yes,No,No
1061,347,2024-11,95,122.25,Yes,No,No
1062,523,2024-10,32,81,Yes,No,No
1063,57,2025-10,22,47.5,Yes,No,No
1064,269,2025-06,91,128.25,Yes,No,No
1065,429,2025-04,73,150.75,Yes,No,No
1066,110,2023-04,9,101.75,Yes,No,No
1067,361,2024-01,60,118,Yes,No,No
1068,766,2023-10,37,84.75,Yes,No,No
1069,794,2025-11,35,46.25,Yes,No,No
1070,10,2024-09,46,133.5,Yes,No,No
1071,865,2026-01,92,155,Yes,No,No
1072,476,2024-05,33,90.75,Yes,No,No
1073,274,2025-06,76,95,Yes,No,No
1074,856,2024-04,12,79,Yes,No,No
1075,169,2024-07,75,116.25,Yes,No,No
1076,536,2025-03,15,34.25,Yes,No,No
1077,21,2025-05,79,137.25,Yes,No,No
1078,418,2024-03,79,79.25,Yes,No,No
1079,33,2026-04,47,118.25,Yes,No,No
1080,732,2024-12,95,164.25,No,No,No
1081,520,2024-05,26,48.5,Yes,No,No
1082,877,2023-12,53,60.75,Yes,No,No
1083,193,2023-06,99,155.25,Yes,No,No
1084,130,2026-01,17,32.75,Yes,No,No
1085,557,2024-03,13,68.75,Yes,No,No
1086,229,2024-03,51,69.25,Yes,No,No
1087,237,2026-01,87,127.25,Yes,No,No
1088,436,2026-02,26,54.5,Yes,No,No
1089,401,2024-10,1,62.75,Yes,No,No
1090,361,2025-12,30,122.5,Yes,No,No
1091,653,2024-10,92,105,Yes,No,No
1092,46,2023-08,17,60.75,Yes,No,No
1093,682,2023-04,12,33,Yes,No,No
1094,908,2026-04,98,139.5,Yes,No,No
1095,535,2025-03,40,117,Yes,No,No
1096,912,2024-06,78,94.5,Yes,No,No
1097,979,2024-10,71,79.25,Yes,No,No
1098,386,2024-10,50,70.5,Yes,No,No
1099,292,2024-07,12,79,Yes,No,No
1100,915,2025-02,14,43.5,Yes,No,No
1101,769,2023-03,57,93.75,Yes,No,No
1102,804,2023-05,69,127.75,Yes,No,No
1103,961,2026-01,29,53.75,Yes,No,No
1104,86,2023-12,74,132.5,Yes,No,No
1105,918,2025-10,49,79.75,Yes,No,No
1106,101,2025-06,15,73.25,Yes,No,No
1107,318,2023-05,47,113.25,Yes,No,No
1108,163,2023-09,20,69,Yes,No,No
1109,539,2025-06,89,100.75,Yes,No,No
1110,362,2024-02,23,37.25,Yes,No,No
1111,694,2024-08,61,98.75,Yes,No,No
1112,218,2023-05,45,102.75,Yes,No,No
1113,530,2025-04,87,126.25,Yes,No,No
1114,951,2025-06,76,93,Yes,No,No
1115,973,2023-12,84,107,Yes,No,No
1116,138,2025-02,50,76.5,Yes,No,No
1117,109,2025-06,51,116.25,Yes,No,No
1118,695,2024-08,39,113.25,Yes,No,No
1119,783,2023-04,44,111,Yes,No,No
1120,994,2026-04,74,136.5,Yes,No,No
1121,826,2026-01,85,163.75,Yes,No,No
1122,513,2024-09,92,101,Yes,No,No
1123,753,2024-10,37,96.75,Yes,No,No
1124,422,2023-06,66,79.5,Yes,No,No
1125,809,2025-08,67,78.25,Yes,No,No
1126,532,2023-07,77,126.75,Yes,No,No
1127,274,2024-05,66,136.5,Yes,Yes,No
1128,190,2023-10,80,155,Yes,No,No
1129,929,2023-10,46,66.5,Yes,No,No
1130,142,2023-09,77,90.75,Yes,No,No
1131,572,2023-04,75,143.25,Yes,No,No
1132,698,2025-11,76,78,Yes,No,No
1133,330,2023-04,11,64.25,Yes,No,No
1134,71,2024-03,43,58.25,Yes,No,No
1135,927,2024-12,24,99,Yes,No,No
1136,233,2024-09,46,93.5,Yes,No,No
1137,469,2024-07,87,153.25,Yes,No,No
1138,746,2024-12,42,94.5,Yes,No,No
1139,885,2023-06,11,99.25,Yes,No,No
1140,590,2024-11,19,81.25,Yes,No,No
1141,482,2024-11,8,100,Yes,No,No
1142,696,2024-04,31,90.25,Yes,No,No
1143,534,2025-11,66,108.5,Yes,No,No
1144,652,2023-11,6,67.5,Yes,No,No
1145,513,2023-04,73,133.75,Yes,No,No
1146,358,2024-03,35,56.25,Yes,No,No
1147,990,2023-10,45,83.75,Yes,No,No
1148,664,2024-03,61,85.75,Yes,No,No
1149,778,2024-10,88,124,Yes,No,No
1150,560,2025-08,96,93,Yes,No,No
1151,875,2025-05,100,117,Yes,No,No
1152,124,2024-12,35,112.25,Yes,No,No
1153,865,2026-04,77,102.75,Yes,No,No
1154,306,2024-04,67,130.25,Yes,No,No
1155,865,2023-04,95,101.25,Yes,No,No
1156,257,2026-03,19,114.25,Yes,No,No
1157,483,2026-01,35,122.25,Yes,No,No
1158,328,2023-05,14,109.5,Yes,No,No
1159,494,2024-02,36,64,Yes,No,No
1160,944,2025-03,7,85.25,Yes,No,No
1161,426,2025-06,9,49.75,Yes,No,No
1162,49,2023-11,56,112,Yes,No,No
1163,623,2025-08,41,84.75,Yes,No,No
1164,244,2026-03,90,91.5,Yes,No,No
1165,485,2024-03,40,92,Yes,No,No
1166,444,2024-12,4,73,Yes,No,No
1167,697,2025-11,26,75.5,Yes,No,No
1168,379,2025-06,3,57.25,Yes,No,No
1169,443,2024-06,86,103.5,Yes,No,No
1170,437,2025-09,30,99.5,Yes,No,No
1171,43,2025-03,87,144.25,No,No,No
1172,226,2025-07,93,137.75,Yes,No,No
1173,291,2024-07,28,69,Yes,No,No
1174,810,2023-08,16,103,Yes,No,No
1175,382,2025-12,99,147.25,No,Yes,No
1176,272,2025-03,24,112,Yes,No,No
1177,758,2024-07,94,96.5,Yes,No,No
1178,406,2024-06,59,132.25,Yes,No,No
