Campaign_ID,Customer_ID,Campaign_Type,Opened,Clicked,Positive_Response,Campaign_Date,Engagement_Level,Conversion_Type
508,787,Email,Yes,No,No,01-11-2025,Low,None
509,14,SMS,Yes,Yes,No,01-02-2025,Medium,None
510,869,Email,No,No,No,01-05-2025,None,None
511,134,Email,Yes,Yes,No,01-08-2025,Medium,None
512,176,SMS,Yes,No,No,01-10-2025,Low,None
513,817,Email,No,No,No,01-04-2025,None,None
514,467,SMS,Yes,No,No,01-11-2025,Low,None
515,116,SMS,No,No,No,01-08-2025,None,None
516,32,Email,Yes,No,No,01-11-2025,Low,None
517,972,SMS,No,No,No,01-05-2025,None,None
518,183,Email,No,No,No,01-07-2025,None,None
519,345,SMS,No,No,No,01-12-2025,None,None
520,500,SMS,No,No,No,01-06-2025,None,None
521,406,Email,No,No,No,01-07-2025,None,None
522,601,Email,No,No,No,01-08-2025,None,None
523,453,SMS,Yes,No,No,01-06-2025,Low,None
524,989,Email,Yes,Yes,Yes,01-06-2025,High,Solar_Interest
525,432,Email,No,No,No,01-11-2025,None,None
526,107,Email,No,No,No,01-09-2025,None,None
527,464,SMS,Yes,No,No,01-11-2025,Low,None
528,741,Email,Yes,No,No,01-04-2025,Low,None
529,12,SMS,Yes,Yes,Yes,01-03-2025,High,Smart_Meter
530,798,Email,Yes,No,No,01-04-2025,Low,None
531,473,SMS,No,No,No,01-11-2025,None,None
532,545,SMS,No,No,No,01-06-2025,None,None
533,180,Email,Yes,Yes,No,01-11-2025,Medium,None
534,610,Email,Yes,No,No,01-04-2025,Low,None
535,7,Email,No,No,No,01-08-2025,None,None
536,949,Email,No,No,No,01-03-2025,None,None
537,190,SMS,Yes,No,No,01-09-2025,Low,None
538,652,Email,No,No,No,01-06-2025,None,None
539,151,Email,No,No,No,01-11-2025,None,None
540,433,SMS,Yes,Yes,No,01-04-2025,Medium,None
541,516,SMS,No,No,No,01-09-2025,None,None
542,85,SMS,Yes,No,No,01-02-2025,Low,None
543,162,Email,No,No,No,01-06-2025,None,None
544,620,Email,No,No,No,01-10-2025,None,None
545,563,SMS,Yes,No,No,01-08-2025,Low,None
546,740,SMS,No,No,No,01-01-2025,None,None
547,818,Email,Yes,Yes,Yes,01-02-2025,High,Solar_Interest
548,821,SMS,Yes,Yes,Yes,01-10-2025,High,Smart_Meter
549,400,Email,No,No,No,01-12-2025,None,None
550,39,Email,Yes,No,No,01-07-2025,Low,None
551,581,SMS,No,No,No,01-12-2025,None,None
552,816,Email,No,No,No,01-05-2025,None,None
553,799,Email,No,No,No,01-12-2025,None,None
554,367,SMS,Yes,No,No,01-07-2025,Low,None
555,724,Email,No,No,No,01-10-2025,None,None
556,418,SMS,No,No,No,01-05-2025,None,None
557,958,Email,No,No,No,01-03-2025,None,None
558,686,SMS,Yes,Yes,Yes,01-05-2025,High,Smart_Meter
559,161,SMS,Yes,Yes,No,01-08-2025,Medium,None
560,710,SMS,No,No,No,01-08-2025,None,None
561,697,SMS,No,No,No,01-10-2025,None,None
562,67,Email,Yes,No,No,01-12-2025,Low,None
563,67,Email,No,No,No,01-05-2025,None,None
564,102,SMS,Yes,No,No,01-04-2025,Low,None
565,225,Email,Yes,No,No,01-03-2025,Low,None
566,551,SMS,Yes,Yes,Yes,01-10-2025,High,Smart_Meter
567,225,SMS,Yes,No,No,01-03-2025,Low,None
568,935,SMS,No,No,No,01-09-2025,None,None
569,961,Email,No,No,No,01-11-2025,None,None
570,122,Email,Yes,No,No,01-05-2025,Low,None
571,63,SMS,Yes,No,No,01-05-2025,Low,None
572,935,SMS,No,No,No,01-11-2025,None,None
573,751,Email,No,No,No,01-10-2025,None,None
574,57,Email,No,No,No,01-08-2025,None,None
575,971,Email,Yes,Yes,Yes,01-12-2025,High,Solar_Interest
576,436,SMS,No,No,No,01-12-2025,None,None
577,776,Email,Yes,No,No,01-12-2025,Low,None
578,881,Email,Yes,Yes,Yes,01-06-2025,High,Solar_Interest
579,282,Email,Yes,No,No,01-02-2025,Low,None
580,962,Email,Yes,No,No,01-02-2025,Low,None
581,280,Email,No,No,No,01-02-2025,None,None
582,605,SMS,Yes,Yes,No,01-10-2025,Medium,None
583,125,SMS,Yes,No,No,01-02-2025,Low,None
584,942,SMS,Yes,No,No,01-04-2025,Low,None
585,95,Email,Yes,No,No,01-09-2025,Low,None
586,642,SMS,Yes,Yes,Yes,01-09-2025,High,Smart_Meter
587,116,SMS,Yes,Yes,No,01-10-2025,Medium,None
588,997,Email,Yes,No,No,01-06-2025,Low,None
589,355,Email,Yes,Yes,Yes,01-03-2025,High,Solar_Interest
590,767,Email,Yes,No,No,01-12-2025,Low,None
591,192,SMS,Yes,Yes,No,01-10-2025,Medium,None
592,481,SMS,No,No,No,01-02-2025,None,None
593,587,Email,No,No,No,01-05-2025,None,None
594,395,SMS,Yes,Yes,No,01-04-2025,Medium,None
595,51,Email,Yes,No,No,01-10-2025,Low,None
596,162,SMS,No,No,No,01-09-2025,None,None
597,23,Email,Yes,Yes,No,01-10-2025,Medium,None
598,396,SMS,No,No,No,01-12-2025,None,None
599,18,SMS,No,No,No,01-10-2025,None,None
600,244,Email,Yes,No,No,01-10-2025,Low,None
601,845,Email,Yes,Yes,Yes,01-04-2025,High,Solar_Interest
602,902,SMS,No,No,No,01-04-2025,None,None
603,84,SMS,Yes,Yes,No,01-07-2025,Medium,None
604,170,Email,No,No,No,01-06-2025,None,None
605,242,SMS,Yes,Yes,No,01-04-2025,Medium,None
606,75,SMS,Yes,Yes,Yes,01-05-2025,High,Smart_Meter
607,764,SMS,No,No,No,01-04-2025,None,None
608,92,Email,Yes,Yes,No,01-05-2025,Medium,None
609,132,SMS,Yes,No,No,01-11-2025,Low,None
610,790,SMS,Yes,No,No,01-10-2025,Low,None
611,184,Email,No,No,No,01-12-2025,None,None
612,271,Email,Yes,No,No,01-11-2025,Low,None
613,912,Email,Yes,No,No,01-06-2025,Low,None
614,960,SMS,Yes,No,No,01-10-2025,Low,None
615,278,Email,Yes,No,No,01-10-2025,Low,None
616,693,SMS,No,No,No,01-12-2025,None,None
617,200,Email,No,No,No,01-01-2025,None,None
618,909,Email,Yes,No,No,01-12-2025,Low,None
619,989,SMS,No,No,No,01-07-2025,None,None
620,600,Email,Yes,No,No,01-10-2025,Low,None
621,220,Email,No,No,No,01-05-2025,None,None
622,792,Email,No,No,No,01-01-2025,None,None
623,939,SMS,Yes,Yes,No,01-02-2025,Medium,None
624,3,SMS,Yes,Yes,No,01-12-2025,Medium,None
625,834,Email,Yes,No,No,01-04-2025,Low,None
626,375,SMS,Yes,No,No,01-02-2025,Low,None
627,641,Email,Yes,Yes,No,01-02-2025,Medium,None
628,519,Email,No,No,No,01-02-2025,None,None
629,561,SMS,Yes,No,No,01-03-2025,Low,None
630,329,Email,Yes,No,No,01-03-2025,Low,None
631,828,Email,Yes,Yes,No,01-09-2025,Medium,None
632,939,SMS,No,No,No,01-08-2025,None,None
633,834,Email,No,No,No,01-05-2025,None,None
634,561,SMS,Yes,No,No,01-04-2025,Low,None
635,517,SMS,Yes,Yes,No,01-08-2025,Medium,None
636,802,SMS,No,No,No,01-09-2025,None,None
637,177,Email,No,No,No,01-06-2025,None,None
638,929,Email,Yes,No,No,01-07-2025,Low,None
639,91,SMS,Yes,Yes,No,01-02-2025,Medium,None
640,883,SMS,Yes,No,No,01-11-2025,Low,None
641,943,SMS,Yes,No,No,01-09-2025,Low,None
642,158,SMS,Yes,No,No,01-04-2025,Low,None
643,36,Email,Yes,Yes,No,01-12-2025,Medium,None
644,361,Email,Yes,Yes,Yes,01-10-2025,High,Solar_Interest
645,452,SMS,Yes,No,No,01-02-2025,Low,None
646,655,SMS,Yes,No,No,01-09-2025,Low,None
647,560,Email,Yes,Yes,Yes,01-03-2025,High,Solar_Interest
648,875,SMS,No,No,No,01-08-2025,None,None
649,988,Email,Yes,Yes,No,01-04-2025,Medium,None
650,519,SMS,Yes,No,No,01-04-2025,Low,None
651,672,SMS,No,No,No,01-09-2025,None,None
652,718,Email,No,No,No,01-07-2025,None,None
653,173,Email,No,No,No,01-06-2025,None,None
654,383,SMS,No,No,No,01-06-2025,None,None
655,436,Email,Yes,No,No,01-03-2025,Low,None
656,7,Email,No,No,No,01-07-2025,None,None
657,386,SMS,No,No,No,01-01-2025,None,None
658,727,Email,Yes,No,No,01-10-2025,Low,None
659,680,Email,Yes,Yes,Yes,01-04-2025,High,Solar_Interest
660,350,Email,No,No,No,01-09-2025,None,None
661,162,SMS,No,No,No,01-11-2025,None,None
662,385,SMS,Yes,No,No,01-11-2025,Low,None
663,611,Email,Yes,Yes,No,01-12-2025,Medium,None
664,959,Email,Yes,No,No,01-05-2025,Low,None
665,520,SMS,Yes,No,No,01-10-2025,Low,None
666,895,Email,No,No,No,01-02-2025,None,None
667,666,SMS,Yes,No,No,01-01-2025,Low,None
668,30,SMS,No,No,No,01-12-2025,None,None
669,911,Email,No,No,No,01-05-2025,None,None
670,51,SMS,Yes,Yes,No,01-03-2025,Medium,None
671,466,SMS,Yes,Yes,No,01-03-2025,Medium,None
672,954,SMS,No,No,No,01-04-2025,None,None
673,478,SMS,No,No,No,01-09-2025,None,None
674,857,SMS,Yes,No,No,01-06-2025,Low,None
675,259,SMS,No,No,No,01-12-2025,None,None
676,334,Email,Yes,Yes,No,01-01-2025,Medium,None
677,919,Email,No,No,No,01-05-2025,None,None
678,780,Email,Yes,No,No,01-11-2025,Low,None
679,886,SMS,No,No,No,01-10-2025,None,None
680,870,Email,No,No,No,01-07-2025,None,None
681,657,Email,Yes,No,No,01-10-2025,Low,None
682,287,Email,No,No,No,01-11-2025,None,None
683,826,Email,No,No,No,01-06-2025,None,None
684,515,SMS,No,No,No,01-01-2025,None,None
685,210,SMS,No,No,No,01-08-2025,None,None
686,187,SMS,Yes,No,No,01-12-2025,Low,None
687,79,Email,Yes,No,No,01-08-2025,Low,None
688,878,SMS,Yes,Yes,No,01-09-2025,Medium,None
689,281,Email,Yes,Yes,No,01-11-2025,Medium,None
690,901,Email,No,No,No,01-07-2025,None,None
691,501,Email,Yes,Yes,No,01-08-2025,Medium,None
692,796,Email,Yes,No,No,01-11-2025,Low,None
693,189,SMS,Yes,No,No,01-04-2025,Low,None
694,511,SMS,Yes,No,No,01-02-2025,Low,None
695,147,SMS,No,No,No,01-11-2025,None,None
696,102,Email,Yes,No,No,01-09-2025,Low,None
697,853,SMS,No,No,No,01-05-2025,None,None
698,618,SMS,No,No,No,01-03-2025,None,None
699,318,Email,Yes,Yes,Yes,01-10-2025,High,Solar_Interest
700,547,Email,Yes,Yes,No,01-03-2025,Medium,None
701,983,Email,Yes,No,No,01-07-2025,Low,None
702,509,SMS,Yes,No,No,01-06-2025,Low,None
703,172,Email,Yes,No,No,01-06-2025,Low,None
704,119,Email,No,No,No,01-05-2025,None,None
705,464,Email,No,No,No,01-05-2025,None,None
706,670,Email,Yes,Yes,No,01-02-2025,Medium,None
707,834,SMS,Yes,No,No,01-02-2025,Low,None
708,868,Email,No,No,No,01-09-2025,None,None
709,597,Email,Yes,No,No,01-06-2025,Low,None
710,377,SMS,No,No,No,01-05-2025,None,None
711,892,SMS,Yes,Yes,No,01-09-2025,Medium,None
712,446,SMS,Yes,No,No,01-05-2025,Low,None
713,121,SMS,No,No,No,01-10-2025,None,None
714,866,SMS,No,No,No,01-04-2025,None,None
715,283,SMS,Yes,No,No,01-08-2025,Low,None
716,143,SMS,Yes,No,No,01-05-2025,Low,None
717,418,SMS,Yes,No,No,01-07-2025,Low,None
718,110,SMS,Yes,Yes,No,01-03-2025,Medium,None
719,502,SMS,Yes,Yes,No,01-01-2025,Medium,None
720,638,Email,No,No,No,01-08-2025,None,None
721,464,Email,Yes,No,No,01-06-2025,Low,None
722,162,SMS,Yes,Yes,No,01-02-2025,Medium,None
723,756,SMS,Yes,Yes,No,01-11-2025,Medium,None
724,191,Email,Yes,No,No,01-04-2025,Low,None
725,918,SMS,No,No,No,01-05-2025,None,None
726,863,SMS,Yes,Yes,No,01-01-2025,Medium,None
727,111,Email,No,No,No,01-11-2025,None,None
728,944,SMS,Yes,No,No,01-06-2025,Low,None
729,311,Email,No,No,No,01-08-2025,None,None
730,533,SMS,Yes,Yes,No,01-11-2025,Medium,None
731,643,Email,Yes,Yes,No,01-09-2025,Medium,None
732,535,SMS,Yes,No,No,01-02-2025,Low,None
733,265,SMS,No,No,No,01-09-2025,None,None
734,842,Email,No,No,No,01-11-2025,None,None
735,137,Email,No,No,No,01-02-2025,None,None
736,23,SMS,Yes,No,No,01-09-2025,Low,None
737,526,Email,Yes,No,No,01-12-2025,Low,None
738,189,SMS,Yes,Yes,No,01-12-2025,Medium,None
739,214,SMS,No,No,No,01-07-2025,None,None
740,528,SMS,No,No,No,01-04-2025,None,None
741,187,SMS,No,No,No,01-05-2025,None,None
742,572,SMS,No,No,No,01-07-2025,None,None
743,682,Email,Yes,No,No,01-05-2025,Low,None
744,961,SMS,Yes,Yes,No,01-10-2025,Medium,None
745,502,SMS,Yes,Yes,Yes,01-03-2025,High,Smart_Meter
746,943,Email,No,No,No,01-11-2025,None,None
747,170,Email,No,No,No,01-08-2025,None,None
748,386,SMS,No,No,No,01-06-2025,None,None
749,221,SMS,No,No,No,01-06-2025,None,None
750,736,SMS,No,No,No,01-08-2025,None,None
751,58,Email,Yes,Yes,No,01-12-2025,Medium,None
752,437,Email,Yes,No,No,01-04-2025,Low,None
753,323,Email,Yes,Yes,No,01-05-2025,Medium,None
754,699,Email,No,No,No,01-06-2025,None,None
755,27,SMS,No,No,No,01-11-2025,None,None
756,522,Email,Yes,No,No,01-01-2025,Low,None
757,107,SMS,Yes,No,No,01-07-2025,Low,None
758,300,Email,Yes,No,No,01-05-2025,Low,None
759,12,SMS,No,No,No,01-04-2025,None,None
760,577,Email,No,No,No,01-07-2025,None,None
761,149,SMS,No,No,No,01-08-2025,None,None
762,958,Email,Yes,No,No,01-09-2025,Low,None
763,92,SMS,No,No,No,01-09-2025,None,None
764,988,Email,Yes,No,No,01-02-2025,Low,None
765,32,Email,No,No,No,01-08-2025,None,None
766,498,Email,Yes,No,No,01-02-2025,Low,None
767,296,Email,No,No,No,01-05-2025,None,None
768,717,SMS,Yes,No,No,01-12-2025,Low,None
769,131,Email,Yes,No,No,01-04-2025,Low,None
770,584,SMS,No,No,No,01-02-2025,None,None
771,927,SMS,Yes,Yes,No,01-09-2025,Medium,None
772,228,Email,Yes,No,No,01-03-2025,Low,None
773,311,SMS,Yes,No,No,01-12-2025,Low,None
774,632,Email,Yes,No,No,01-11-2025,Low,None
775,342,SMS,Yes,No,No,01-09-2025,Low,None
776,158,SMS,Yes,No,No,01-11-2025,Low,None
777,383,Email,Yes,No,No,01-03-2025,Low,None
778,208,Email,Yes,No,No,01-03-2025,Low,None
779,836,SMS,Yes,No,No,01-04-2025,Low,None
780,101,Email,No,No,No,01-10-2025,None,None
781,321,SMS,Yes,Yes,Yes,01-10-2025,High,Smart_Meter
782,191,Email,No,No,No,01-03-2025,None,None
783,510,SMS,No,No,No,01-12-2025,None,None
784,947,Email,No,No,No,01-11-2025,None,None
785,70,SMS,Yes,No,No,01-02-2025,Low,None
786,609,Email,Yes,Yes,No,01-12-2025,Medium,None
787,660,SMS,No,No,No,01-04-2025,None,None
788,676,Email,Yes,No,No,01-09-2025,Low,None
789,993,SMS,No,No,No,01-11-2025,None,None
790,155,SMS,No,No,No,01-01-2025,None,None
791,74,Email,No,No,No,01-07-2025,None,None
792,998,SMS,Yes,No,No,01-09-2025,Low,None
793,461,SMS,No,No,No,01-05-2025,None,None
794,949,Email,Yes,Yes,No,01-11-2025,Medium,None
795,956,SMS,Yes,No,No,01-08-2025,Low,None
796,584,SMS,No,No,No,01-06-2025,None,None
797,308,Email,Yes,No,No,01-01-2025,Low,None
798,817,Email,No,No,No,01-04-2025,None,None
799,694,Email,Yes,No,No,01-01-2025,Low,None
800,916,SMS,No,No,No,01-08-2025,None,None
801,559,SMS,Yes,No,No,01-06-2025,Low,None
802,940,Email,Yes,Yes,No,01-04-2025,Medium,None
803,919,SMS,No,No,No,01-12-2025,None,None
804,500,SMS,Yes,Yes,Yes,01-12-2025,High,Smart_Meter
805,254,SMS,No,No,No,01-11-2025,None,None
806,924,SMS,Yes,No,No,01-01-2025,Low,None
807,757,Email,No,No,No,01-03-2025,None,None
808,769,SMS,No,No,No,01-12-2025,None,None
809,442,SMS,No,No,No,01-10-2025,None,None
810,115,Email,Yes,Yes,Yes,01-07-2025,High,Solar_Interest
811,309,Email,Yes,No,No,01-05-2025,Low,None
812,166,Email,No,No,No,01-03-2025,None,None
813,835,SMS,No,No,No,01-09-2025,None,None
814,132,Email,No,No,No,01-02-2025,None,None
815,330,SMS,No,No,No,01-10-2025,None,None
816,82,SMS,Yes,Yes,No,01-11-2025,Medium,None
817,127,SMS,Yes,Yes,No,01-08-2025,Medium,None
818,630,SMS,No,No,No,01-05-2025,None,None
819,198,SMS,Yes,No,No,01-04-2025,Low,None
820,60,Email,Yes,Yes,No,01-01-2025,Medium,None
821,831,Email,No,No,No,01-04-2025,None,None
822,330,Email,Yes,Yes,No,01-04-2025,Medium,None
823,228,SMS,No,No,No,01-01-2025,None,None
824,929,SMS,No,No,No,01-01-2025,None,None
825,441,Email,No,No,No,01-11-2025,None,None
826,718,Email,No,No,No,01-12-2025,None,None
827,606,SMS,Yes,Yes,Yes,01-08-2025,High,Smart_Meter
828,862,SMS,Yes,No,No,01-03-2025,Low,None
829,758,SMS,Yes,No,No,01-09-2025,Low,None
830,249,SMS,Yes,Yes,No,01-12-2025,Medium,None
831,146,Email,Yes,No,No,01-06-2025,Low,None
832,457,SMS,Yes,Yes,No,01-06-2025,Medium,None
833,746,Email,No,No,No,01-03-2025,None,None
834,211,SMS,Yes,No,No,01-04-2025,Low,None
835,109,SMS,Yes,Yes,Yes,01-11-2025,High,Smart_Meter
836,466,Email,Yes,No,No,01-10-2025,Low,None
837,990,Email,No,No,No,01-05-2025,None,None
838,400,SMS,Yes,Yes,No,01-03-2025,Medium,None
839,672,Email,Yes,No,No,01-06-2025,Low,None
840,712,SMS,No,No,No,01-03-2025,None,None
841,990,Email,No,No,No,01-02-2025,None,None
842,611,SMS,Yes,Yes,No,01-01-2025,Medium,None
843,13,SMS,Yes,No,No,01-05-2025,Low,None
844,827,SMS,No,No,No,01-08-2025,None,None
845,658,Email,Yes,No,No,01-04-2025,Low,None
846,203,SMS,Yes,No,No,01-07-2025,Low,None
847,718,SMS,Yes,No,No,01-09-2025,Low,None
848,893,Email,No,No,No,01-05-2025,None,None
849,946,SMS,No,No,No,01-07-2025,None,None
850,114,SMS,No,No,No,01-11-2025,None,None
851,508,Email,No,No,No,01-03-2025,None,None
852,415,Email,Yes,No,No,01-03-2025,Low,None
853,479,Email,No,No,No,01-04-2025,None,None
854,155,SMS,Yes,Yes,Yes,01-08-2025,High,Smart_Meter
855,674,Email,No,No,No,01-02-2025,None,None
856,87,Email,Yes,Yes,Yes,01-10-2025,High,Solar_Interest
857,695,SMS,Yes,No,No,01-04-2025,Low,None
858,300,Email,Yes,No,No,01-07-2025,Low,None
859,565,SMS,No,No,No,01-06-2025,None,None
860,771,Email,Yes,Yes,Yes,01-05-2025,High,Solar_Interest
861,385,SMS,Yes,Yes,No,01-05-2025,Medium,None
862,871,SMS,Yes,Yes,No,01-11-2025,Medium,None
863,15,SMS,Yes,Yes,Yes,01-06-2025,High,Smart_Meter
864,14,SMS,No,No,No,01-09-2025,None,None
865,605,SMS,Yes,No,No,01-01-2025,Low,None
866,855,Email,Yes,No,No,01-02-2025,Low,None
867,482,SMS,No,No,No,01-06-2025,None,None
868,117,SMS,Yes,Yes,No,01-01-2025,Medium,None
869,316,Email,Yes,No,No,01-04-2025,Low,None
870,648,SMS,Yes,Yes,No,01-09-2025,Medium,None
871,113,SMS,Yes,No,No,01-08-2025,Low,None
872,590,SMS,No,No,No,01-01-2025,None,None
873,657,SMS,Yes,No,No,01-12-2025,Low,None
874,47,Email,Yes,Yes,No,01-08-2025,Medium,None
875,721,Email,Yes,No,No,01-02-2025,Low,None
876,801,SMS,Yes,Yes,Yes,01-01-2025,High,Smart_Meter
877,369,Email,No,No,No,01-04-2025,None,None
878,78,Email,Yes,No,No,01-11-2025,Low,None
879,675,Email,No,No,No,01-09-2025,None,None
880,520,Email,No,No,No,01-12-2025,None,None
881,318,Email,Yes,No,No,01-01-2025,Low,None
882,583,SMS,Yes,No,No,01-09-2025,Low,None
883,253,SMS,No,No,No,01-05-2025,None,None
884,97,SMS,No,No,No,01-01-2025,None,None
885,584,Email,Yes,No,No,01-07-2025,Low,None
886,567,Email,No,No,No,01-08-2025,None,None
887,61,SMS,Yes,No,No,01-06-2025,Low,None
888,742,SMS,No,No,No,01-07-2025,None,None
889,582,Email,Yes,No,No,01-12-2025,Low,None
890,126,SMS,Yes,Yes,No,01-05-2025,Medium,None
891,300,Email,Yes,No,No,01-11-2025,Low,None
892,956,Email,Yes,No,No,01-02-2025,Low,None
893,407,Email,No,No,No,01-04-2025,None,None
894,163,Email,No,No,No,01-10-2025,None,None
895,149,SMS,No,No,No,01-11-2025,None,None
896,490,Email,Yes,No,No,01-05-2025,Low,None
897,767,SMS,Yes,Yes,Yes,01-12-2025,High,Smart_Meter
898,653,SMS,No,No,No,01-03-2025,None,None
899,238,SMS,Yes,No,No,01-02-2025,Low,None
900,268,Email,Yes,No,No,01-04-2025,Low,None
901,116,SMS,Yes,No,No,01-10-2025,Low,None
902,167,SMS,Yes,No,No,01-11-2025,Low,None
903,594,SMS,No,No,No,01-08-2025,None,None
904,63,Email,Yes,No,No,01-07-2025,Low,None
905,904,Email,Yes,No,No,01-12-2025,Low,None
906,644,Email,Yes,Yes,No,01-08-2025,Medium,None
907,319,SMS,No,No,No,01-07-2025,None,None
908,966,Email,No,No,No,01-09-2025,None,None
909,455,Email,No,No,No,01-01-2025,None,None
910,302,Email,Yes,Yes,No,01-01-2025,Medium,None
911,793,SMS,No,No,No,01-07-2025,None,None
912,230,SMS,No,No,No,01-02-2025,None,None
913,482,SMS,Yes,No,No,01-02-2025,Low,None
914,909,Email,Yes,Yes,Yes,01-04-2025,High,Solar_Interest
915,63,Email,Yes,Yes,Yes,01-03-2025,High,Solar_Interest
916,281,Email,Yes,No,No,01-02-2025,Low,None
917,182,SMS,No,No,No,01-02-2025,None,None
918,226,Email,Yes,No,No,01-02-2025,Low,None
919,795,Email,No,No,No,01-01-2025,None,None
920,637,Email,Yes,No,No,01-10-2025,Low,None
921,529,Email,No,No,No,01-04-2025,None,None
922,544,Email,Yes,No,No,01-02-2025,Low,None
923,978,Email,Yes,Yes,No,01-01-2025,Medium,None
924,230,SMS,Yes,No,No,01-02-2025,Low,None
925,629,SMS,No,No,No,01-10-2025,None,None
926,137,SMS,No,No,No,01-04-2025,None,None
927,494,Email,Yes,No,No,01-10-2025,Low,None
928,859,Email,No,No,No,01-09-2025,None,None
929,280,SMS,Yes,Yes,No,01-10-2025,Medium,None
930,680,Email,Yes,No,No,01-06-2025,Low,None
931,760,SMS,No,No,No,01-04-2025,None,None
932,230,Email,Yes,Yes,No,01-10-2025,Medium,None
933,85,Email,Yes,No,No,01-10-2025,Low,None
934,158,Email,No,No,No,01-09-2025,None,None
935,868,Email,No,No,No,01-01-2025,None,None
936,522,Email,Yes,No,No,01-03-2025,Low,None
937,341,SMS,Yes,No,No,01-02-2025,Low,None
938,868,SMS,Yes,Yes,Yes,01-04-2025,High,Smart_Meter
939,340,SMS,Yes,Yes,No,01-07-2025,Medium,None
940,430,SMS,No,No,No,01-12-2025,None,None
941,690,SMS,No,No,No,01-12-2025,None,None
942,557,SMS,Yes,Yes,No,01-02-2025,Medium,None
943,393,Email,Yes,No,No,01-06-2025,Low,None
944,958,SMS,No,No,No,01-08-2025,None,None
945,638,Email,Yes,Yes,No,01-01-2025,Medium,None
946,139,SMS,No,No,No,01-10-2025,None,None
947,414,SMS,Yes,No,No,01-03-2025,Low,None
948,843,Email,No,No,No,01-02-2025,None,None
949,784,Email,Yes,Yes,No,01-10-2025,Medium,None
950,234,Email,Yes,Yes,No,01-03-2025,Medium,None
951,140,SMS,Yes,No,No,01-03-2025,Low,None
952,287,SMS,Yes,Yes,Yes,01-03-2025,High,Smart_Meter
953,558,Email,Yes,No,No,01-03-2025,Low,None
954,656,SMS,Yes,Yes,No,01-11-2025,Medium,None
955,995,Email,Yes,No,No,01-12-2025,Low,None
956,712,SMS,Yes,Yes,No,01-05-2025,Medium,None
957,301,SMS,Yes,No,No,01-07-2025,Low,None
958,315,Email,Yes,No,No,01-12-2025,Low,None
959,866,Email,Yes,Yes,No,01-11-2025,Medium,None
960,482,Email,No,No,No,01-03-2025,None,None
961,777,Email,No,No,No,01-05-2025,None,None
962,179,SMS,Yes,Yes,No,01-02-2025,Medium,None
963,23,SMS,No,No,No,01-04-2025,None,None
964,559,SMS,Yes,No,No,01-06-2025,Low,None
965,71,SMS,Yes,Yes,No,01-11-2025,Medium,None
966,593,Email,Yes,No,No,01-10-2025,Low,None
967,328,Email,No,No,No,01-10-2025,None,None
968,41,Email,Yes,No,No,01-11-2025,Low,None
969,905,Email,Yes,No,No,01-12-2025,Low,None
970,228,Email,Yes,No,No,01-11-2025,Low,None
971,640,SMS,No,No,No,01-10-2025,None,None
972,287,Email,Yes,No,No,01-02-2025,Low,None
973,662,Email,Yes,Yes,Yes,01-12-2025,High,Solar_Interest
974,643,SMS,Yes,No,No,01-09-2025,Low,None
975,233,SMS,No,No,No,01-02-2025,None,None
976,817,SMS,Yes,No,No,01-01-2025,Low,None
977,453,SMS,No,No,No,01-12-2025,None,None
978,184,SMS,Yes,Yes,Yes,01-08-2025,High,Smart_Meter
979,814,SMS,No,No,No,01-07-2025,None,None
980,745,SMS,No,No,No,01-07-2025,None,None
981,998,Email,No,No,No,01-07-2025,None,None
982,549,Email,No,No,No,01-05-2025,None,None
983,715,SMS,No,No,No,01-10-2025,None,None
984,414,Email,Yes,Yes,Yes,01-08-2025,High,Solar_Interest
985,952,SMS,Yes,No,No,01-11-2025,Low,None
986,709,Email,Yes,No,No,01-07-2025,Low,None
987,661,SMS,Yes,Yes,No,01-03-2025,Medium,None
988,208,SMS,Yes,No,No,01-04-2025,Low,None
989,21,Email,Yes,No,No,01-01-2025,Low,None
990,613,SMS,Yes,Yes,Yes,01-03-2025,High,Smart_Meter
991,404,Email,Yes,No,No,01-02-2025,Low,None
992,776,SMS,Yes,Yes,No,01-11-2025,Medium,None
993,777,SMS,Yes,Yes,Yes,01-06-2025,High,Smart_Meter
994,524,SMS,Yes,No,No,01-07-2025,Low,None
995,356,Email,No,No,No,01-09-2025,None,None
996,47,Email,No,No,No,01-03-2025,None,None
997,32,SMS,No,No,No,01-12-2025,None,None
998,394,SMS,Yes,No,No,01-08-2025,Low,None
999,160,SMS,No,No,No,01-12-2025,None,None
1000,602,Email,Yes,No,No,01-08-2025,Low,None
1001,834,Email,Yes,No,No,01-04-2025,Low,None
1002,889,Email,Yes,Yes,No,01-11-2025,Medium,None
1003,82,Email,No,No,No,01-05-2025,None,None
1004,669,Email,No,No,No,01-10-2025,None,None
1005,551,SMS,No,No,No,01-06-2025,None,None
1006,451,Email,No,No,No,01-01-2025,None,None
1007,904,Email,No,No,No,01-03-2025,None,None
1008,578,Email,Yes,No,No,01-04-2025,Low,None
1009,145,Email,No,No,No,01-10-2025,None,None
1010,736,SMS,No,No,No,01-02-2025,None,None
1011,757,SMS,Yes,Yes,Yes,01-08-2025,High,Smart_Meter
1012,758,SMS,Yes,No,No,01-10-2025,Low,None
1013,311,Email,No,No,No,01-07-2025,None,None
1014,723,Email,No,No,No,01-03-2025,None,None
1015,341,SMS,Yes,Yes,No,01-01-2025,Medium,None
