Ticket_ID,Customer_ID,Issue_Type,Priority,Status,Created_Date,Closed_Date,Resolution_Time_Days,Escalated_Flag,Ticket_Channel
374,941,Meter Problem,Low,Open,09-01-2023,,,Yes,Phone
375,482,General Query,Low,Closed,16-03-2026,18-03-2026,2,No,Web Form
376,848,Meter Problem,High,Closed,25-02-2025,01-03-2025,4,Yes,Web Form
377,490,General Query,Low,Open,19-12-2023,,,Yes,Web Form
378,854,General Query,Medium,Closed,21-05-2024,26-05-2024,5,Yes,Email
379,72,General Query,High,Closed,10-10-2026,13-10-2026,3,Yes,Web Form
380,65,General Query,Medium,Open,10-02-2024,,,Yes,Email
381,78,Meter Problem,Medium,Open,11-03-2023,,,Yes,Web Form
382,184,Billing Issue,Low,Closed,15-01-2025,20-01-2025,5,Yes,Phone
383,573,Service Outage,High,Closed,08-11-2024,13-11-2024,5,Yes,Email
384,879,Meter Problem,Medium,Open,14-06-2026,,,No,Email
385,978,Service Outage,Low,Open,11-06-2023,,,Yes,Phone
386,815,General Query,Low,Closed,26-04-2023,28-04-2023,2,No,Web Form
387,514,Service Outage,High,Closed,22-12-2025,23-12-2025,1,Yes,Web Form
388,787,General Query,High,Open,24-06-2026,,,Yes,Phone
389,590,Payment Issue,High,Closed,13-11-2023,17-11-2023,4,Yes,Phone
390,338,General Query,Low,Open,28-04-2024,,,Yes,Phone
391,380,Payment Issue,Low,Open,07-08-2023,,,Yes,Web Form
392,30,General Query,Medium,Open,12-08-2023,,,Yes,Phone
393,655,Payment Issue,Low,Closed,04-03-2025,07-03-2025,3,No,Email
394,627,Payment Issue,High,Closed,13-06-2025,14-06-2025,1,Yes,Web Form
395,935,Service Outage,Medium,Open,18-08-2024,,,Yes,Web Form
396,588,Service Outage,High,Closed,07-06-2024,08-06-2024,1,Yes,Email
397,412,Service Outage,High,Closed,27-07-2024,29-07-2024,2,Yes,Phone
398,16,General Query,Medium,Open,03-03-2023,,,Yes,Email
399,816,General Query,High,Open,08-08-2025,,,Yes,Web Form
400,842,Billing Issue,Low,Closed,12-09-2023,13-09-2023,1,No,Web Form
401,828,Payment Issue,Medium,Open,21-09-2026,,,No,Email
402,128,General Query,Medium,Closed,08-01-2024,12-01-2024,4,Yes,Email
403,469,Meter Problem,Low,Closed,22-10-2024,25-10-2024,3,No,Phone
404,822,General Query,Low,Closed,19-07-2023,23-07-2023,4,Yes,Phone
405,399,Billing Issue,High,Closed,21-03-2025,23-03-2025,2,Yes,Web Form
406,825,General Query,Medium,Closed,26-08-2024,30-08-2024,4,Yes,Phone
407,466,Service Outage,Medium,Open,13-06-2023,,,Yes,Phone
408,396,Billing Issue,High,Open,15-12-2024,,,Yes,Phone
409,714,Payment Issue,Medium,Open,28-01-2026,,,Yes,Phone
410,824,Service Outage,Low,Open,23-06-2025,,,Yes,Web Form
411,888,Meter Problem,Medium,Open,19-08-2024,,,Yes,Web Form
412,31,Meter Problem,High,Open,28-01-2026,,,Yes,Web Form
413,729,Billing Issue,Low,Open,03-10-2025,,,Yes,Web Form
414,408,General Query,High,Open,12-12-2025,,,Yes,Phone
415,191,Payment Issue,Low,Closed,17-09-2023,19-09-2023,2,No,Web Form
416,707,General Query,Low,Closed,22-11-2024,24-11-2024,2,No,Phone
417,865,Billing Issue,High,Open,02-10-2024,,,Yes,Email
418,994,Billing Issue,High,Closed,20-11-2025,25-11-2025,5,Yes,Web Form
419,910,General Query,Medium,Open,24-07-2026,,,No,Web Form
420,322,Meter Problem,Medium,Closed,04-07-2025,07-07-2025,3,No,Web Form
421,481,Meter Problem,Medium,Closed,20-05-2025,21-05-2025,1,No,Web Form
422,949,Billing Issue,Medium,Closed,12-10-2025,16-10-2025,4,Yes,Phone
423,45,Meter Problem,High,Closed,09-07-2024,13-07-2024,4,Yes,Email
424,60,Service Outage,Medium,Open,14-04-2025,,,Yes,Email
425,925,General Query,Medium,Open,09-08-2023,,,Yes,Phone
426,488,Payment Issue,Medium,Open,12-08-2023,,,Yes,Phone
427,777,Meter Problem,Low,Closed,12-09-2024,17-09-2024,5,Yes,Phone
428,672,General Query,Low,Closed,11-11-2025,12-11-2025,1,No,Web Form
429,586,Billing Issue,High,Closed,17-02-2025,18-02-2025,1,Yes,Web Form
430,602,Billing Issue,Medium,Closed,12-08-2026,16-08-2026,4,Yes,Web Form
431,326,Meter Problem,Low,Open,03-11-2026,,,No,Phone
432,913,Billing Issue,Low,Open,01-09-2024,,,Yes,Email
433,889,Payment Issue,High,Closed,15-02-2024,18-02-2024,3,Yes,Web Form
434,871,Service Outage,Medium,Open,09-10-2026,,,No,Email
435,512,Payment Issue,High,Open,12-11-2026,,,Yes,Web Form
436,719,Service Outage,High,Closed,06-09-2025,08-09-2025,2,Yes,Web Form
437,188,Payment Issue,High,Closed,06-09-2025,09-09-2025,3,Yes,Phone
438,637,General Query,Low,Closed,24-07-2025,25-07-2025,1,No,Email
439,911,Service Outage,High,Closed,10-07-2023,11-07-2023,1,Yes,Phone
440,673,Meter Problem,Low,Open,20-04-2025,,,Yes,Web Form
441,168,Billing Issue,Low,Closed,23-06-2024,26-06-2024,3,No,Web Form
442,198,General Query,Medium,Closed,02-08-2026,07-08-2026,5,Yes,Email
443,717,General Query,Low,Closed,18-11-2025,21-11-2025,3,No,Web Form
444,601,Payment Issue,High,Open,19-01-2024,,,Yes,Phone
445,485,Meter Problem,Low,Closed,21-10-2023,23-10-2023,2,No,Email
446,803,Payment Issue,High,Closed,24-10-2024,25-10-2024,1,Yes,Phone
447,924,Billing Issue,Medium,Open,08-01-2024,,,Yes,Web Form
448,201,Service Outage,Low,Closed,17-08-2023,20-08-2023,3,No,Email
449,567,General Query,Low,Open,26-07-2023,,,Yes,Phone
450,347,General Query,High,Open,09-03-2024,,,Yes,Email
451,422,Service Outage,High,Open,27-12-2026,,,Yes,Phone
452,432,Payment Issue,Low,Closed,09-04-2025,11-04-2025,2,No,Web Form
453,628,General Query,High,Open,02-04-2024,,,Yes,Web Form
454,531,Service Outage,Medium,Closed,20-02-2025,22-02-2025,2,No,Email
455,342,Billing Issue,Low,Closed,09-06-2025,12-06-2025,3,No,Phone
456,500,Meter Problem,Low,Closed,03-04-2025,05-04-2025,2,No,Phone
457,507,Payment Issue,Medium,Closed,20-09-2026,22-09-2026,2,No,Phone
458,534,Service Outage,Medium,Open,04-06-2025,,,Yes,Web Form
459,836,Payment Issue,Low,Open,11-08-2025,,,Yes,Email
460,469,Payment Issue,Low,Closed,10-07-2023,14-07-2023,4,Yes,Web Form
461,537,General Query,Low,Open,02-04-2026,,,Yes,Web Form
462,325,Service Outage,High,Closed,10-04-2023,15-04-2023,5,Yes,Phone
463,468,Payment Issue,High,Closed,10-05-2025,12-05-2025,2,Yes,Phone
464,726,Payment Issue,Medium,Closed,19-01-2024,22-01-2024,3,No,Web Form
465,60,Service Outage,Low,Open,02-12-2025,,,Yes,Web Form
466,902,Payment Issue,Low,Closed,22-10-2025,23-10-2025,1,No,Phone
467,239,Payment Issue,High,Open,15-01-2025,,,Yes,Web Form
468,276,General Query,Low,Closed,05-10-2024,06-10-2024,1,No,Web Form
469,259,Payment Issue,Low,Open,26-10-2026,,,No,Phone
470,879,Payment Issue,Medium,Closed,14-03-2024,19-03-2024,5,Yes,Web Form
471,367,Meter Problem,Medium,Open,17-11-2024,,,Yes,Web Form
472,815,Payment Issue,Medium,Open,24-12-2025,,,Yes,Phone
473,914,General Query,Medium,Closed,19-06-2026,22-06-2026,3,No,Email
474,563,General Query,High,Closed,21-04-2025,25-04-2025,4,Yes,Email
475,480,Service Outage,High,Open,10-03-2026,,,Yes,Email
476,613,Meter Problem,Medium,Open,04-08-2023,,,Yes,Email
477,342,General Query,Low,Closed,26-02-2026,01-03-2026,3,No,Web Form
478,625,Payment Issue,Low,Closed,01-06-2025,03-06-2025,2,No,Phone
479,61,Billing Issue,Low,Open,16-08-2025,,,Yes,Phone
480,781,General Query,Medium,Closed,01-03-2023,05-03-2023,4,Yes,Email
481,702,General Query,Medium,Closed,01-11-2025,06-11-2025,5,Yes,Web Form
482,353,Payment Issue,Low,Open,10-11-2023,,,Yes,Phone
483,108,General Query,Low,Closed,18-08-2025,22-08-2025,4,Yes,Email
484,693,General Query,Low,Open,16-10-2025,,,Yes,Email
485,381,Payment Issue,Medium,Closed,27-12-2023,30-12-2023,3,No,Web Form
486,86,Service Outage,Medium,Closed,17-01-2023,20-01-2023,3,No,Phone
487,594,Billing Issue,Medium,Closed,17-12-2024,20-12-2024,3,No,Email
488,702,Service Outage,High,Closed,11-04-2025,16-04-2025,5,Yes,Web Form
489,290,Billing Issue,High,Closed,25-11-2025,30-11-2025,5,Yes,Email
490,933,General Query,High,Closed,18-02-2025,23-02-2025,5,Yes,Web Form
491,252,Payment Issue,High,Closed,23-03-2024,25-03-2024,2,Yes,Email
492,863,General Query,Medium,Open,21-04-2025,,,Yes,Email
493,376,General Query,Low,Closed,14-06-2026,19-06-2026,5,Yes,Web Form
494,740,Meter Problem,Medium,Closed,13-09-2025,14-09-2025,1,No,Web Form
495,595,Payment Issue,High,Closed,09-07-2025,10-07-2025,1,Yes,Email
496,73,Service Outage,High,Closed,21-05-2023,22-05-2023,1,Yes,Phone
497,813,General Query,Low,Open,25-11-2024,,,Yes,Email
498,546,Service Outage,Low,Open,10-06-2024,,,Yes,Phone
499,97,Service Outage,Low,Closed,19-10-2026,24-10-2026,5,Yes,Phone
500,900,Payment Issue,Low,Closed,13-08-2023,17-08-2023,4,Yes,Web Form
501,420,Meter Problem,Low,Open,05-02-2023,,,Yes,Email
502,178,Meter Problem,High,Open,05-03-2024,,,Yes,Phone
503,816,Payment Issue,High,Closed,01-06-2023,05-06-2023,4,Yes,Phone
504,663,Service Outage,Medium,Closed,17-05-2025,18-05-2025,1,No,Web Form
505,723,Service Outage,High,Open,23-07-2025,,,Yes,Email
506,721,Service Outage,Low,Closed,20-06-2025,24-06-2025,4,Yes,Email
507,241,Service Outage,Medium,Closed,18-06-2025,22-06-2025,4,Yes,Email
508,83,Service Outage,Medium,Open,06-08-2023,,,Yes,Phone
509,791,Billing Issue,High,Open,16-04-2024,,,Yes,Web Form
510,671,Service Outage,Medium,Open,13-07-2026,,,No,Phone
511,988,Payment Issue,Low,Closed,08-07-2023,12-07-2023,4,Yes,Email
512,169,Payment Issue,Low,Open,12-10-2023,,,Yes,Phone
513,692,Payment Issue,Medium,Closed,20-06-2025,24-06-2025,4,Yes,Web Form
514,113,Billing Issue,Low,Closed,09-01-2025,12-01-2025,3,No,Web Form
515,272,Payment Issue,High,Closed,17-12-2025,20-12-2025,3,Yes,Email
516,989,Meter Problem,Low,Closed,07-01-2025,11-01-2025,4,Yes,Phone
517,579,Service Outage,Medium,Closed,15-12-2026,20-12-2026,5,Yes,Phone
518,221,Meter Problem,High,Closed,04-09-2025,09-09-2025,5,Yes,Phone
519,723,Service Outage,Low,Open,09-10-2025,,,Yes,Web Form
520,383,Meter Problem,Medium,Open,07-11-2024,,,Yes,Web Form
521,233,Billing Issue,Low,Open,07-01-2026,,,Yes,Web Form
522,567,Meter Problem,Medium,Closed,11-12-2025,12-12-2025,1,No,Phone
523,269,General Query,High,Open,06-06-2026,,,Yes,Phone
524,259,Meter Problem,High,Closed,25-08-2025,26-08-2025,1,Yes,Phone
525,926,Payment Issue,Low,Open,05-03-2025,,,Yes,Phone
526,690,General Query,High,Open,23-02-2026,,,Yes,Web Form
527,395,Billing Issue,Medium,Open,04-10-2023,,,Yes,Phone
528,91,General Query,Medium,Open,18-11-2023,,,Yes,Email
529,274,Service Outage,Medium,Closed,18-07-2025,20-07-2025,2,No,Phone
530,941,General Query,Low,Open,15-05-2026,,,No,Web Form
531,200,Payment Issue,Medium,Open,06-06-2024,,,Yes,Web Form
532,725,General Query,Medium,Open,17-07-2026,,,No,Web Form
533,867,Payment Issue,Medium,Open,21-11-2024,,,Yes,Web Form
534,646,Payment Issue,Low,Closed,27-10-2024,31-10-2024,4,Yes,Phone
535,917,Meter Problem,Low,Closed,23-06-2024,26-06-2024,3,No,Web Form
536,768,Service Outage,High,Closed,06-03-2026,11-03-2026,5,Yes,Phone
537,160,Billing Issue,Medium,Closed,05-12-2025,09-12-2025,4,Yes,Web Form
538,763,Service Outage,Medium,Closed,21-09-2025,25-09-2025,4,Yes,Web Form
539,122,Meter Problem,High,Closed,04-05-2023,07-05-2023,3,Yes,Email
540,998,General Query,Medium,Closed,04-08-2026,09-08-2026,5,Yes,Email
541,376,Meter Problem,Low,Closed,23-06-2024,25-06-2024,2,No,Web Form
542,949,Billing Issue,Low,Closed,10-04-2023,13-04-2023,3,No,Web Form
543,51,Meter Problem,Low,Closed,01-09-2026,05-09-2026,4,Yes,Web Form
544,557,General Query,Low,Open,16-06-2025,,,Yes,Phone
545,176,Meter Problem,High,Closed,03-09-2023,06-09-2023,3,Yes,Web Form
546,609,Billing Issue,Medium,Closed,22-06-2026,25-06-2026,3,No,Email
547,276,General Query,High,Closed,17-03-2025,19-03-2025,2,Yes,Phone
548,564,Service Outage,High,Closed,16-08-2023,21-08-2023,5,Yes,Web Form
549,925,Billing Issue,Medium,Closed,06-10-2025,08-10-2025,2,No,Phone
550,762,Billing Issue,Medium,Closed,20-08-2026,21-08-2026,1,No,Phone
551,562,Billing Issue,High,Closed,04-04-2024,07-04-2024,3,Yes,Email
552,330,Service Outage,Medium,Closed,10-10-2023,13-10-2023,3,No,Web Form
553,994,Billing Issue,High,Open,08-09-2026,,,Yes,Web Form
554,600,Service Outage,Medium,Closed,14-10-2025,15-10-2025,1,No,Web Form
555,473,Billing Issue,High,Open,24-07-2025,,,Yes,Web Form
556,696,Service Outage,Low,Open,07-05-2025,,,Yes,Web Form
557,343,General Query,Low,Open,12-03-2025,,,Yes,Email
558,390,Service Outage,Medium,Closed,18-08-2026,20-08-2026,2,No,Phone
559,672,Meter Problem,High,Closed,10-07-2024,12-07-2024,2,Yes,Phone
560,802,Meter Problem,Medium,Open,06-02-2024,,,Yes,Web Form
561,92,Billing Issue,High,Closed,16-08-2026,20-08-2026,4,Yes,Email
562,186,Billing Issue,High,Open,10-06-2025,,,Yes,Phone
563,121,Service Outage,Low,Open,06-04-2023,,,Yes,Phone
564,419,Billing Issue,Low,Closed,24-09-2026,27-09-2026,3,No,Phone
565,81,General Query,Medium,Closed,14-03-2024,16-03-2024,2,No,Email
566,8,Payment Issue,Low,Closed,14-09-2025,18-09-2025,4,Yes,Web Form
567,144,General Query,High,Open,07-01-2023,,,Yes,Web Form
568,958,General Query,Medium,Closed,04-03-2025,05-03-2025,1,No,Email
569,633,Billing Issue,Low,Closed,17-07-2026,20-07-2026,3,No,Web Form
570,113,Meter Problem,Medium,Open,01-09-2026,,,No,Email
571,107,General Query,Low,Closed,20-02-2024,22-02-2024,2,No,Phone
572,813,Service Outage,Low,Closed,24-05-2026,27-05-2026,3,No,Phone
573,315,General Query,Low,Closed,25-12-2025,29-12-2025,4,Yes,Phone
574,450,Payment Issue,High,Closed,28-08-2026,29-08-2026,1,Yes,Phone
575,664,Service Outage,Low,Closed,02-02-2026,07-02-2026,5,Yes,Phone
576,783,Payment Issue,Low,Closed,02-06-2023,06-06-2023,4,Yes,Web Form
577,240,Service Outage,Medium,Open,04-01-2025,,,Yes,Phone
578,209,Meter Problem,Medium,Open,07-10-2023,,,Yes,Phone
579,61,General Query,Medium,Open,06-02-2024,,,Yes,Email
580,330,Meter Problem,Medium,Closed,13-05-2024,16-05-2024,3,No,Phone
581,283,Billing Issue,Low,Open,25-12-2023,,,Yes,Phone
582,957,Payment Issue,Low,Closed,26-09-2023,28-09-2023,2,No,Phone
583,900,Service Outage,Medium,Closed,22-05-2023,25-05-2023,3,No,Web Form
584,146,Payment Issue,Low,Closed,01-03-2023,03-03-2023,2,No,Phone
585,853,Service Outage,High,Closed,13-10-2023,17-10-2023,4,Yes,Phone
586,93,Service Outage,Medium,Closed,19-04-2026,24-04-2026,5,Yes,Phone
587,827,Billing Issue,Low,Open,12-01-2026,,,Yes,Email
588,564,General Query,Low,Closed,14-03-2023,19-03-2023,5,Yes,Email
589,942,Meter Problem,High,Closed,04-06-2025,08-06-2025,4,Yes,Phone
590,723,Billing Issue,High,Open,02-03-2023,,,Yes,Phone
591,39,Payment Issue,Medium,Open,13-02-2026,,,Yes,Phone
592,418,General Query,Low,Closed,08-12-2025,10-12-2025,2,No,Email
593,295,Service Outage,Low,Closed,11-10-2025,16-10-2025,5,Yes,Phone
594,741,Payment Issue,Low,Closed,12-12-2023,16-12-2023,4,Yes,Phone
595,77,Payment Issue,Medium,Closed,26-05-2024,30-05-2024,4,Yes,Email
596,671,Meter Problem,Low,Open,11-10-2024,,,Yes,Phone
597,931,Billing Issue,Medium,Closed,23-05-2023,25-05-2023,2,No,Web Form
598,58,General Query,Medium,Open,06-08-2026,,,No,Web Form
599,820,Payment Issue,High,Closed,22-04-2025,25-04-2025,3,Yes,Email
600,844,Billing Issue,High,Closed,27-03-2024,28-03-2024,1,Yes,Web Form
601,410,Meter Problem,Medium,Open,20-07-2025,,,Yes,Email
602,636,General Query,High,Closed,05-12-2025,08-12-2025,3,Yes,Phone
603,613,Payment Issue,Low,Closed,22-03-2024,23-03-2024,1,No,Web Form
604,472,Service Outage,Medium,Closed,03-01-2024,05-01-2024,2,No,Phone
605,201,Billing Issue,High,Closed,07-01-2024,10-01-2024,3,Yes,Web Form
606,983,General Query,High,Open,13-11-2026,,,Yes,Web Form
607,527,Billing Issue,High,Closed,11-06-2023,12-06-2023,1,Yes,Phone
608,189,Service Outage,Medium,Closed,17-12-2025,18-12-2025,1,No,Email
609,31,Payment Issue,Low,Closed,20-11-2024,21-11-2024,1,No,Email
610,496,Service Outage,Low,Closed,10-11-2024,11-11-2024,1,No,Phone
611,53,Billing Issue,High,Open,08-02-2026,,,Yes,Phone
612,338,Payment Issue,High,Open,09-03-2025,,,Yes,Web Form
613,311,General Query,High,Open,22-11-2026,,,Yes,Web Form
614,211,General Query,High,Closed,06-07-2023,10-07-2023,4,Yes,Phone
615,127,Service Outage,Medium,Open,18-05-2025,,,Yes,Web Form
616,463,Meter Problem,High,Open,06-12-2024,,,Yes,Web Form
617,102,Payment Issue,Low,Closed,12-10-2023,13-10-2023,1,No,Email
618,460,Billing Issue,High,Open,28-08-2025,,,Yes,Email
619,671,Billing Issue,Medium,Closed,20-01-2023,21-01-2023,1,No,Email
620,479,Meter Problem,Low,Closed,27-12-2024,01-01-2025,5,Yes,Web Form
621,334,Service Outage,Medium,Closed,17-08-2025,20-08-2025,3,No,Phone
622,475,Service Outage,Medium,Closed,15-07-2025,20-07-2025,5,Yes,Email
623,13,Service Outage,Medium,Closed,07-10-2025,11-10-2025,4,Yes,Web Form
624,237,General Query,High,Closed,22-12-2026,24-12-2026,2,Yes,Web Form
625,308,General Query,Medium,Open,12-01-2025,,,Yes,Email
626,187,General Query,High,Closed,18-04-2024,22-04-2024,4,Yes,Phone
627,698,Service Outage,High,Closed,26-04-2024,27-04-2024,1,Yes,Web Form
628,770,Payment Issue,Medium,Closed,14-12-2023,19-12-2023,5,Yes,Phone
629,85,Service Outage,Medium,Closed,22-04-2025,23-04-2025,1,No,Web Form
630,13,Billing Issue,High,Open,04-01-2026,,,Yes,Phone
631,722,Payment Issue,High,Closed,06-03-2024,11-03-2024,5,Yes,Phone
632,230,Service Outage,High,Closed,28-12-2026,01-01-2027,4,Yes,Web Form
633,399,Payment Issue,Medium,Closed,10-01-2024,11-01-2024,1,No,Web Form
634,240,Service Outage,High,Closed,25-05-2025,29-05-2025,4,Yes,Email
635,835,Service Outage,Low,Open,09-03-2025,,,Yes,Web Form
636,710,Payment Issue,Medium,Closed,06-06-2024,10-06-2024,4,Yes,Web Form
637,246,Meter Problem,Medium,Open,17-04-2026,,,No,Email
638,97,Payment Issue,Low,Open,22-03-2023,,,Yes,Web Form
639,544,Service Outage,Low,Closed,01-01-2023,03-01-2023,2,No,Email
640,924,Service Outage,Medium,Closed,04-06-2026,09-06-2026,5,Yes,Email
641,389,Meter Problem,High,Open,06-02-2023,,,Yes,Web Form
642,111,Billing Issue,Medium,Open,13-01-2023,,,Yes,Web Form
643,575,Meter Problem,Low,Closed,05-02-2026,06-02-2026,1,No,Web Form
644,903,Service Outage,Medium,Closed,21-11-2025,24-11-2025,3,No,Phone
645,529,Service Outage,Medium,Open,04-08-2024,,,Yes,Phone
646,737,Service Outage,High,Closed,27-05-2026,28-05-2026,1,Yes,Email
647,923,Meter Problem,High,Closed,20-09-2024,22-09-2024,2,Yes,Phone
648,953,General Query,High,Closed,11-05-2023,15-05-2023,4,Yes,Web Form
649,339,Meter Problem,High,Closed,06-05-2024,10-05-2024,4,Yes,Email
650,369,General Query,Medium,Open,12-11-2023,,,Yes,Email
651,571,Meter Problem,High,Open,11-02-2023,,,Yes,Phone
652,328,Meter Problem,Medium,Closed,07-02-2024,08-02-2024,1,No,Phone
653,632,Payment Issue,Low,Open,10-01-2025,,,Yes,Web Form
654,31,Service Outage,High,Closed,06-11-2024,11-11-2024,5,Yes,Web Form
655,683,Billing Issue,Low,Open,02-06-2023,,,Yes,Phone
656,809,Service Outage,Medium,Closed,03-06-2025,07-06-2025,4,Yes,Web Form
657,41,Payment Issue,Medium,Open,07-06-2023,,,Yes,Web Form
658,700,Service Outage,Medium,Open,21-01-2026,,,Yes,Phone
659,233,Payment Issue,Low,Open,06-12-2023,,,Yes,Web Form
660,326,Service Outage,Low,Closed,28-08-2025,01-09-2025,4,Yes,Web Form
661,198,Meter Problem,High,Closed,17-06-2024,22-06-2024,5,Yes,Email
662,510,Billing Issue,Low,Open,16-07-2025,,,Yes,Email
663,385,Billing Issue,Medium,Open,01-08-2024,,,Yes,Web Form
664,592,Meter Problem,High,Open,08-03-2024,,,Yes,Web Form
665,895,Service Outage,High,Closed,09-02-2024,10-02-2024,1,Yes,Web Form
666,951,Service Outage,Medium,Closed,22-06-2024,26-06-2024,4,Yes,Email
667,769,Service Outage,High,Closed,20-12-2026,24-12-2026,4,Yes,Phone
668,10,General Query,Medium,Closed,19-10-2024,24-10-2024,5,Yes,Web Form
669,145,Meter Problem,High,Open,07-09-2026,,,Yes,Email
670,898,Billing Issue,High,Open,09-10-2023,,,Yes,Phone
671,263,Billing Issue,High,Closed,24-06-2023,26-06-2023,2,Yes,Phone
672,277,Billing Issue,Low,Closed,13-11-2024,15-11-2024,2,No,Web Form
673,305,Meter Problem,High,Closed,28-03-2026,30-03-2026,2,Yes,Phone
674,610,Meter Problem,Low,Open,13-08-2025,,,Yes,Email
675,411,Payment Issue,High,Closed,23-05-2025,27-05-2025,4,Yes,Email
676,479,Meter Problem,Low,Closed,04-07-2023,09-07-2023,5,Yes,Web Form
677,878,General Query,Low,Closed,22-09-2024,26-09-2024,4,Yes,Email
678,761,Meter Problem,Medium,Open,27-11-2026,,,No,Email
679,644,Billing Issue,Low,Closed,22-05-2026,25-05-2026,3,No,Web Form
680,70,Service Outage,Low,Open,07-08-2025,,,Yes,Email
681,523,Payment Issue,Low,Closed,17-03-2024,22-03-2024,5,Yes,Web Form
682,553,Meter Problem,Low,Closed,22-11-2025,23-11-2025,1,No,Web Form
683,242,Meter Problem,Medium,Closed,06-11-2024,11-11-2024,5,Yes,Phone
684,61,General Query,High,Closed,23-08-2024,27-08-2024,4,Yes,Email
685,626,General Query,Medium,Closed,12-04-2026,16-04-2026,4,Yes,Web Form
686,310,General Query,Medium,Closed,13-05-2025,15-05-2025,2,No,Email
687,646,Payment Issue,Low,Closed,27-02-2023,28-02-2023,1,No,Email
688,922,General Query,Low,Open,19-03-2025,,,Yes,Email
689,358,Payment Issue,Medium,Closed,13-12-2025,15-12-2025,2,No,Web Form
690,8,Meter Problem,Medium,Closed,24-06-2024,25-06-2024,1,No,Web Form
691,71,Billing Issue,High,Closed,18-08-2024,20-08-2024,2,Yes,Email
692,46,General Query,Medium,Open,18-08-2026,,,No,Web Form
693,867,Billing Issue,Low,Closed,11-01-2023,16-01-2023,5,Yes,Email
694,872,Service Outage,High,Open,12-02-2024,,,Yes,Phone
695,666,Service Outage,Medium,Closed,25-11-2025,30-11-2025,5,Yes,Phone
696,176,Meter Problem,High,Open,03-01-2025,,,Yes,Web Form
697,26,Billing Issue,High,Closed,07-08-2023,09-08-2023,2,Yes,Web Form
698,517,Meter Problem,High,Open,05-03-2026,,,Yes,Email
699,434,Payment Issue,Low,Open,08-01-2026,,,Yes,Web Form
700,211,General Query,Low,Closed,13-04-2023,15-04-2023,2,No,Phone
701,59,Billing Issue,Medium,Closed,14-09-2025,15-09-2025,1,No,Phone
702,23,Meter Problem,Low,Closed,28-03-2023,29-03-2023,1,No,Web Form
703,871,Service Outage,Low,Closed,05-04-2023,06-04-2023,1,No,Email
704,132,Payment Issue,High,Open,05-06-2026,,,Yes,Phone
705,509,General Query,Medium,Closed,19-10-2025,20-10-2025,1,No,Phone
706,694,Meter Problem,Low,Closed,05-08-2025,07-08-2025,2,No,Phone
707,613,Meter Problem,High,Open,17-03-2026,,,Yes,Email
708,110,Billing Issue,Low,Closed,21-10-2025,24-10-2025,3,No,Phone
709,295,Billing Issue,High,Open,16-02-2026,,,Yes,Phone
710,314,Service Outage,Low,Closed,22-02-2025,27-02-2025,5,Yes,Phone
711,662,General Query,Low,Closed,10-11-2025,11-11-2025,1,No,Phone
712,895,Service Outage,High,Open,28-09-2026,,,Yes,Email
713,933,Billing Issue,Medium,Closed,01-05-2026,05-05-2026,4,Yes,Email
714,753,Service Outage,Low,Open,08-06-2023,,,Yes,Phone
715,548,Billing Issue,Medium,Closed,12-07-2026,14-07-2026,2,No,Email
716,957,Payment Issue,Low,Closed,02-05-2024,04-05-2024,2,No,Phone
717,45,Service Outage,High,Closed,25-01-2026,26-01-2026,1,Yes,Web Form
718,682,Payment Issue,Low,Open,23-10-2024,,,Yes,Phone
719,510,Service Outage,High,Closed,23-08-2023,27-08-2023,4,Yes,Phone
720,181,Meter Problem,High,Closed,11-08-2024,15-08-2024,4,Yes,Web Form
721,783,Billing Issue,Low,Open,24-04-2025,,,Yes,Phone
722,292,Service Outage,Medium,Open,14-01-2024,,,Yes,Phone
723,211,Billing Issue,Low,Closed,02-07-2025,07-07-2025,5,Yes,Phone
724,888,Service Outage,High,Closed,03-03-2025,07-03-2025,4,Yes,Web Form
725,904,Payment Issue,Low,Closed,12-08-2025,15-08-2025,3,No,Email
726,890,General Query,Medium,Open,17-09-2024,,,Yes,Web Form
727,647,Payment Issue,Low,Open,23-09-2025,,,Yes,Email
728,334,General Query,Medium,Open,05-08-2025,,,Yes,Email
729,970,General Query,High,Closed,27-05-2025,29-05-2025,2,Yes,Email
730,560,Meter Problem,Low,Closed,02-01-2026,03-01-2026,1,No,Email
731,191,Billing Issue,Medium,Closed,09-06-2023,12-06-2023,3,No,Web Form
732,638,Billing Issue,Medium,Closed,25-06-2026,27-06-2026,2,No,Email
733,856,General Query,High,Closed,05-06-2024,07-06-2024,2,Yes,Email
734,854,General Query,Medium,Closed,14-01-2025,17-01-2025,3,No,Email
735,708,Service Outage,Medium,Closed,02-10-2026,05-10-2026,3,No,Web Form
736,616,Service Outage,Medium,Closed,03-10-2024,05-10-2024,2,No,Email
737,134,Payment Issue,Low,Open,01-04-2025,,,Yes,Phone
738,112,Service Outage,High,Closed,15-11-2025,16-11-2025,1,Yes,Phone
739,196,Billing Issue,High,Open,08-01-2025,,,Yes,Phone
740,522,General Query,High,Closed,26-06-2023,01-07-2023,5,Yes,Phone
741,782,General Query,Medium,Open,08-10-2024,,,Yes,Phone
742,319,Meter Problem,Low,Open,13-11-2023,,,Yes,Phone
743,959,Service Outage,Low,Open,19-03-2023,,,Yes,Email
744,566,Billing Issue,High,Closed,18-08-2023,22-08-2023,4,Yes,Web Form
